Location, Standard building type,  Electricity_EndUse (GJ),Elec_EF (gCO2eq/kWh), NaturalGas_EndUse (GJ), NaturalGas_EF (gCO2eq/MJ), total_emissions (tCO2eq)}
Ottawa=Macdonald-Cartier Intl AP , Warehouse, 880.54, 14.97 , 1079.45 , 50.33, 57.99 
