Timestep,Ontario,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West
1/6/2016 20:00,53.1699562,34.2459889,64.0378913,31.15417343,34.99792899,19.74938422,46.65617794,0.162311369,28.37307759,61.89467703,161.8441481
1/6/2016 21:00,51.45559567,40.59999574,69.39635284,31.04912279,36.51721421,19.31762245,43.44123255,0.163538639,28.341148,71.1654608,140.2709961
1/6/2016 22:00,49.75574273,41.24100217,82.25569127,30.51074185,35.76766345,19.20077674,37.71953663,0.164197406,28.39340087,53.7854781,131.7977246
1/6/2016 23:00,39.58457318,56.25235404,88.91965498,28.79221826,31.57845661,14.45082872,24.32756661,0.162746744,6.504161903,0.026552262,118.9549087
1/7/2016 0:00,29.66479996,41.50569444,102.0039474,29.86399342,29.86399342,12.79493355,12.37965082,0.159779691,0.182692849,0.023577118,72.55494423
1/7/2016 1:00,29.26472391,82.47490393,109.3111921,29.40940979,29.40940979,12.73050548,0.127415983,0.157121034,0.175220783,0.025854037,59.51065788
1/7/2016 2:00,28.70928265,62.23359144,106.0701564,30.3375677,30.3375677,13.23457346,0.616452751,0.154540969,0.786908142,0.020633007,60.57915444
1/7/2016 3:00,33.13508876,72.84748729,111.9761073,31.12038455,31.12038455,14.41945823,8.095090229,0.1532,9.830354107,0.013941221,67.25799638
1/7/2016 4:00,37.61244201,60.2849292,115.6540839,31.13517994,31.13517994,15.80199878,17.58178978,0.152834313,21.45957211,0.006975648,79.36365448
1/7/2016 5:00,42.907133,92.33182718,123.4901844,32.20425805,32.20425805,17.00450958,24.67992345,0.150480594,30.71737489,0.002287481,85.83678712
1/7/2016 6:00,42.94191799,92.67315905,112.5944299,32.14328185,32.14328185,17.18302785,27.83314333,0.148823351,30.84650238,0.00050581,90.70221093
1/7/2016 7:00,44.16208797,88.65249334,81.13207508,26.36826336,33.92311249,17.2681265,46.23376082,0.150266079,30.86371327,0,109.1016482
1/7/2016 8:00,40.13721789,39.3627905,69.43663428,13.61965465,36.2782564,18.35786073,47.46235816,0.150597785,30.82475922,0,113.9399975
