name,_id,run_start_time,run_end_time,status,status_message,nrc_create_geometry.aspect_ratio,nrc_create_geometry.building_shape,nrc_create_necb_prototype_building.building_type,nrc_create_necb_prototype_building.location,nrc_create_necb_prototype_building.template,nrc_create_necb_prototype_building.weather_file_type,nrc_reporting_measure_standard.annual_electricity_use,nrc_reporting_measure_standard.annual_natural_gas_use,nrc_reporting_measure_standard.total_site_energy,nrc_reporting_measure_standard.total_site_energy_normalized,a_choice_argument,global_warming,sideload,weather_file_type
RetailStripmall:AB_Fort.McMurray:NECB2020,f0487587-c11a-4a06-91ae-1c54a34bf385,2023-02-16T23:28:24.058Z,2023-02-16T23:33:33.136Z,completed,completed normal,,,RetailStripmall,AB_Fort.McMurray,NECB2020,CWEC2016,209800.0,237800.0,214.1,214.1,,,,
RetailStandalone:NS_Halifax.Dockyard:NECB2017,4846d584-fd96-4d3d-8a22-6334c6265c8c,2023-02-16T22:48:57.262Z,2023-02-16T22:55:18.258Z,completed,completed normal,,,RetailStandalone,NS_Halifax.Dockyard,NECB2017,CWEC2016,237100.0,133000.0,161.4,161.4,,,,
LargeOffice:ON_Windsor:NECB2011,5d7aa35f-e501-46e0-9b3c-b0d0f1591877,2023-02-17T00:51:24.027Z,2023-02-17T00:57:27.352Z,completed,completed normal,,,LargeOffice,ON_Windsor,NECB2011,CWEC2016,4338000.0,1275000.0,121.2,121.2,,,,
RetailStripmall:MB_Winnipeg:NECB2015,2fdcf385-8632-41e9-ae7e-7daed73771ab,2023-02-16T23:30:14.998Z,2023-02-16T23:35:37.638Z,completed,completed normal,,,RetailStripmall,MB_Winnipeg,NECB2015,CWEC2016,530200.0,0.0,253.6,253.6,,,,
RetailStandalone:QC_Montreal:NECB2015,85d5aa60-6d1a-4e05-9c31-e264068fd621,2023-02-16T22:54:07.720Z,2023-02-16T22:59:12.334Z,completed,completed normal,,,RetailStandalone,QC_Montreal,NECB2015,CWEC2016,500400.0,0.0,218.1,218.1,,,,
SmallOffice:BC_Victoria:NECB2015,a0e9eef3-83f4-44b5-9bd3-317e8fdc46d2,2023-02-16T22:20:31.336Z,2023-02-16T22:27:19.228Z,completed,completed normal,,,SmallOffice,BC_Victoria,NECB2015,CWEC2016,61130.0,0.0,119.6,119.6,,,,
SmallOffice:YT_Whitehorse:NECB2017,7c88411f-e010-4350-afcc-78342a284b27,2023-02-16T22:36:07.275Z,2023-02-16T22:44:08.999Z,completed,completed normal,,,SmallOffice,YT_Whitehorse,NECB2017,CWEC2016,57170.0,0.0,111.9,111.9,,,,
MediumOffice:MB_Winnipeg:NECB2020,f6948f3c-710e-4841-9255-5ef370af3441,2023-02-16T23:07:53.306Z,2023-02-16T23:16:23.713Z,completed,completed normal,,,MediumOffice,MB_Winnipeg,NECB2020,CWEC2016,555900.0,0.0,111.6,111.6,,,,
FullServiceRestaurant:BC_Victoria:NECB2011,c82c1261-b381-4906-bd99-db043d0e1cd4,2023-02-16T23:45:39.389Z,2023-02-16T23:50:02.994Z,completed,completed normal,,,FullServiceRestaurant,BC_Victoria,NECB2011,CWEC2016,248700.0,0.0,486.6,486.6,,,,
RetailStripmall:BC_Victoria:NECB2011,3aa053e6-d2f0-4b7f-a3af-e79465247079,2023-02-16T23:29:20.913Z,2023-02-16T23:34:14.737Z,completed,completed normal,,,RetailStripmall,BC_Victoria,NECB2011,CWEC2016,412700.0,0.0,197.4,197.4,,,,
FullServiceRestaurant:BC_Victoria:NECB2017,27193925-82dc-4ab7-ba03-70849d01985c,2023-02-16T23:45:46.055Z,2023-02-16T23:50:27.705Z,completed,completed normal,,,FullServiceRestaurant,BC_Victoria,NECB2017,CWEC2016,163900.0,0.0,320.6,320.6,,,,
MediumOffice:BC_Victoria:NECB2015,da267aa8-1687-4070-849d-d64aa7d25071,2023-02-16T23:02:39.501Z,2023-02-16T23:12:22.027Z,completed,completed normal,,,MediumOffice,BC_Victoria,NECB2015,CWEC2016,515800.0,0.0,103.5,103.5,,,,
MediumOffice:QC_Montreal:NECB2020,5dcc6e93-8c68-40e5-b966-9fa3ea4e34ee,2023-02-16T23:18:17.115Z,2023-02-16T23:24:33.319Z,completed,completed normal,,,MediumOffice,QC_Montreal,NECB2020,CWEC2016,521500.0,0.0,104.7,104.7,,,,
RetailStripmall:NS_Halifax.Dockyard:NECB2011,228683b9-06d8-47cf-b572-9c41e3e69882,2023-02-16T23:32:35.358Z,2023-02-16T23:37:20.077Z,completed,completed normal,,,RetailStripmall,NS_Halifax.Dockyard,NECB2011,CWEC2016,301300.0,200700.0,240.1,240.1,,,,
RetailStandalone:SK_Saskatoon:NECB2017,b1960925-6d72-4bf7-9359-9ed6bb93dac2,2023-02-16T22:56:46.672Z,2023-02-16T23:01:55.670Z,completed,completed normal,,,RetailStandalone,SK_Saskatoon,NECB2017,CWEC2016,237600.0,226900.0,202.5,202.5,,,,
MidriseApartment:AB_Edmonton:NECB2020,7b7b2ad1-6df0-438c-abd3-e9c28efad09b,2023-02-16T23:57:42.189Z,2023-02-17T00:05:48.946Z,completed,completed normal,,,MidriseApartment,AB_Edmonton,NECB2020,CWEC2016,218300.0,301600.0,165.8,165.8,,,,
FullServiceRestaurant:MB_Winnipeg:NECB2020,58b39c99-a3e4-464f-aa02-68246e23f10a,2023-02-16T23:46:28.492Z,2023-02-16T23:51:31.348Z,completed,completed normal,,,FullServiceRestaurant,MB_Winnipeg,NECB2020,CWEC2016,169700.0,0.0,332.1,332.1,,,,
RetailStripmall:NL_St.Johns:NECB2020,d305c743-8b86-4125-be00-008debf8364b,2023-02-16T23:31:47.395Z,2023-02-16T23:37:04.733Z,completed,completed normal,,,RetailStripmall,NL_St.Johns,NECB2020,CWEC2016,430300.0,0.0,205.9,205.9,,,,
Warehouse:NT_Yellowknife:NECB2011,95a9f5b1-63e7-45ef-967f-7eee04ea3dd9,2023-02-16T22:05:48.022Z,2023-02-16T22:11:39.580Z,completed,completed normal,,,Warehouse,NT_Yellowknife,NECB2011,CWEC2016,362900.0,0.0,75.05,75.05,,,,
FullServiceRestaurant:QC_Quebec:NECB2017,358954d4-a6c6-47f8-a1b9-92136d8e39c4,2023-02-16T23:52:53.523Z,2023-02-16T23:57:20.445Z,completed,completed normal,,,FullServiceRestaurant,QC_Quebec,NECB2017,CWEC2016,217800.0,0.0,426.1,426.1,,,,
LargeOffice:YT_Whitehorse:NECB2011,fa76eb6d-7825-4026-a908-eaadc6688941,2023-02-17T00:55:03.062Z,2023-02-17T01:00:29.752Z,completed,completed normal,,,LargeOffice,YT_Whitehorse,NECB2011,CWEC2016,5142000.0,0.0,111.0,111.0,,,,
MediumOffice:AB_Fort.McMurray:NECB2015,34355e19-5548-45ed-a651-9bde46d5231c,2023-02-16T23:00:28.039Z,2023-02-16T23:09:10.299Z,completed,completed normal,,,MediumOffice,AB_Fort.McMurray,NECB2015,CWEC2016,386400.0,323000.0,142.4,142.4,,,,
QuickServiceRestaurant:BC_Victoria:NECB2020,591fbe19-fa1d-41a7-b5bf-e756799254b7,2023-02-17T00:21:43.902Z,2023-02-17T00:26:14.533Z,completed,completed normal,,,QuickServiceRestaurant,BC_Victoria,NECB2020,CWEC2016,63460.0,0.0,273.1,273.1,,,,
RetailStandalone:NT_Yellowknife:NECB2015,13d8a1f1-7c48-436b-88f3-8f7f3e50be91,2023-02-16T22:50:07.678Z,2023-02-16T22:55:56.133Z,completed,completed normal,,,RetailStandalone,NT_Yellowknife,NECB2015,CWEC2016,443800.0,0.0,193.5,193.5,,,,
QuickServiceRestaurant:QC_Montreal:NECB2017,57e9db36-17a4-4d92-8d11-529a85a7c852,2023-02-17T00:27:18.043Z,2023-02-17T00:31:34.023Z,completed,completed normal,,,QuickServiceRestaurant,QC_Montreal,NECB2017,CWEC2016,133400.0,0.0,574.1,574.1,,,,
RetailStripmall:AB_Fort.McMurray:NECB2017,a793dcfb-e65d-4cf9-aa4d-87fb3083222e,2023-02-16T23:28:05.363Z,2023-02-16T23:33:00.406Z,completed,completed normal,,,RetailStripmall,AB_Fort.McMurray,NECB2017,CWEC2016,228900.0,252200.0,230.1,230.1,,,,
SmallOffice:SK_Saskatoon:NECB2017,13b6e55d-a424-46e4-be8a-abf4c5a75555,2023-02-16T22:34:00.391Z,2023-02-16T22:40:28.192Z,completed,completed normal,,,SmallOffice,SK_Saskatoon,NECB2017,CWEC2016,45930.0,26670.0,142.0,142.0,,,,
SmallOffice:QC_Montreal:NECB2020,892622ca-e3ba-4e22-8829-0c44241f3fd3,2023-02-16T22:31:28.676Z,2023-02-16T22:38:03.983Z,completed,completed normal,,,SmallOffice,QC_Montreal,NECB2020,CWEC2016,62500.0,0.0,122.3,122.3,,,,
LargeOffice:YT_Whitehorse:NECB2015,b3769c55-8d57-4312-a335-6d609d831152,2023-02-17T00:55:07.047Z,2023-02-17T01:01:09.022Z,completed,completed normal,,,LargeOffice,YT_Whitehorse,NECB2015,CWEC2016,4980000.0,0.0,107.5,107.5,,,,
Warehouse:BC_Vancouver:NECB2011,440385e2-5513-4dac-8b29-1923a60d03d2,2023-02-16T21:58:26.940Z,2023-02-16T22:04:36.930Z,completed,completed normal,,,Warehouse,BC_Vancouver,NECB2011,CWEC2016,482600.0,0.0,99.82,99.82,,,,
MidriseApartment:MB_Winnipeg:NECB2011,8ca4fc0d-3db8-41ae-96b2-f49a00e3f795,2023-02-17T00:03:06.184Z,2023-02-17T00:09:02.028Z,completed,completed normal,,,MidriseApartment,MB_Winnipeg,NECB2011,CWEC2016,487500.0,0.0,155.5,155.5,,,,
FullServiceRestaurant:AB_Edmonton:NECB2020,0a4c87f2-7be1-45e2-a8a7-bfe061de0b80,2023-02-16T23:43:07.882Z,2023-02-16T23:47:38.586Z,completed,completed normal,,,FullServiceRestaurant,AB_Edmonton,NECB2020,CWEC2016,58100.0,118100.0,344.8,344.8,,,,
Warehouse:SK_Saskatoon:NECB2017,dd7e94b0-999d-481c-9bce-dd960efe79e5,2023-02-16T22:12:25.225Z,2023-02-16T22:18:55.511Z,completed,completed normal,,,Warehouse,SK_Saskatoon,NECB2017,CWEC2016,232700.0,383100.0,127.4,127.4,,,,
Warehouse:NS_Sydney:NECB2020,d5c6aa27-f0da-4ed1-a4f7-a6577d609379,2023-02-16T22:05:47.644Z,2023-02-16T22:12:24.560Z,completed,completed normal,,,Warehouse,NS_Sydney,NECB2020,CWEC2016,221700.0,440100.0,136.9,136.9,,,,
Warehouse:MB_Winnipeg:NECB2015,f2bc7958-d6e2-4d47-ac27-48619231c66c,2023-02-16T22:04:10.002Z,2023-02-16T22:09:37.932Z,completed,completed normal,,,Warehouse,MB_Winnipeg,NECB2015,CWEC2016,696600.0,0.0,144.1,144.1,,,,
SmallOffice:QC_Montreal:NECB2017,85257c88-9a51-4adb-9b7c-0481b1838101,2023-02-16T22:31:16.578Z,2023-02-16T22:37:33.764Z,completed,completed normal,,,SmallOffice,QC_Montreal,NECB2017,CWEC2016,64490.0,0.0,126.2,126.2,,,,
SmallOffice:MB_Winnipeg:NECB2015,acc48cc2-1a4d-49bf-b17c-d7f47a3a34f8,2023-02-16T22:22:03.731Z,2023-02-16T22:29:12.235Z,completed,completed normal,,,SmallOffice,MB_Winnipeg,NECB2015,CWEC2016,80340.0,0.0,157.2,157.2,,,,
MediumOffice:AB_Calgary:NECB2020,8d6ee19f-1a67-4507-9907-2be8ed4b3ad8,2023-02-16T23:00:03.586Z,2023-02-16T23:09:43.348Z,completed,completed normal,,,MediumOffice,AB_Calgary,NECB2020,CWEC2016,342600.0,163100.0,101.5,101.5,,,,
RetailStandalone:MB_Winnipeg:NECB2020,285ed438-f425-44e1-a717-301b254d9b09,2023-02-16T22:47:22.810Z,2023-02-16T22:54:02.041Z,completed,completed normal,,,RetailStandalone,MB_Winnipeg,NECB2020,CWEC2016,423000.0,0.0,184.4,184.4,,,,
SmallOffice:AB_Edmonton:NECB2011,035aed9d-1289-4e4e-9a99-5f2d3363e69a,2023-02-16T22:17:54.202Z,2023-02-16T22:23:36.533Z,completed,completed normal,,,SmallOffice,AB_Edmonton,NECB2011,CWEC2016,49550.0,28760.0,153.2,153.2,,,,
LargeOffice:ON_Toronto:NECB2020,cf59c017-9180-45eb-afa5-c1ae7a540bf8,2023-02-17T00:48:28.668Z,2023-02-17T00:59:52.947Z,completed,completed normal,,,LargeOffice,ON_Toronto,NECB2020,CWEC2016,3455000.0,1128000.0,98.94,98.94,,,,
SmallOffice:NT_Yellowknife:NECB2015,25359410-0f9f-4cff-b5d2-337820420993,2023-02-16T22:27:19.962Z,2023-02-16T22:33:36.548Z,completed,completed normal,,,SmallOffice,NT_Yellowknife,NECB2015,CWEC2016,73490.0,0.0,143.8,143.8,,,,
LargeOffice:AB_Calgary:NECB2015,52076092-635d-46ca-bc66-a3e12a2a923e,2023-02-17T00:31:20.707Z,2023-02-17T00:39:18.245Z,completed,completed normal,,,LargeOffice,AB_Calgary,NECB2015,CWEC2016,3851000.0,1486000.0,115.2,115.2,,,,
Warehouse:NT_Yellowknife:NECB2020,291b776c-97eb-4a86-8bc1-d532665bb53c,2023-02-16T22:06:20.046Z,2023-02-16T22:12:49.599Z,completed,completed normal,,,Warehouse,NT_Yellowknife,NECB2020,CWEC2016,322600.0,0.0,66.72,66.72,,,,
MediumOffice:YT_Whitehorse:NECB2015,aacf8127-1e45-4128-a157-45c55842c1f3,2023-02-16T23:23:31.537Z,2023-02-16T23:29:47.275Z,completed,completed normal,,,MediumOffice,YT_Whitehorse,NECB2015,CWEC2016,565600.0,0.0,113.5,113.5,,,,
MidriseApartment:ON_Toronto:NECB2020,60555bbc-3058-45f5-b899-3463f6b6de5f,2023-02-17T00:09:49.073Z,2023-02-17T00:16:37.766Z,completed,completed normal,,,MidriseApartment,ON_Toronto,NECB2020,CWEC2016,239000.0,259600.0,159.1,159.1,,,,
Warehouse:NT_Yellowknife:NECB2017,5a2c00fb-4c6e-476d-bc46-d77938a6d138,2023-02-16T22:05:57.233Z,2023-02-16T22:12:05.745Z,completed,completed normal,,,Warehouse,NT_Yellowknife,NECB2017,CWEC2016,288200.0,0.0,59.6,59.6,,,,
FullServiceRestaurant:YT_Whitehorse:NECB2011,ced60fc8-f84e-4182-8dd1-0b64509576ca,2023-02-16T23:55:26.196Z,2023-02-16T23:59:19.022Z,completed,completed normal,,,FullServiceRestaurant,YT_Whitehorse,NECB2011,CWEC2016,403700.0,0.0,789.9,789.9,,,,
MediumOffice:AB_Fort.McMurray:NECB2017,36f96730-d7c9-4160-bfcf-456c4840fd48,2023-02-16T23:00:32.262Z,2023-02-16T23:13:38.797Z,completed,completed normal,,,MediumOffice,AB_Fort.McMurray,NECB2017,CWEC2016,359500.0,239300.0,120.2,120.2,,,,
SmallOffice:QC_Quebec:NECB2017,bbe35984-a178-40b1-a160-80fcc67a1ef9,2023-02-16T22:31:55.193Z,2023-02-16T22:38:23.548Z,completed,completed normal,,,SmallOffice,QC_Quebec,NECB2017,CWEC2016,63320.0,0.0,123.9,123.9,,,,
QuickServiceRestaurant:NT_Yellowknife:NECB2015,65d4fa02-be20-4728-969e-436e40b5952c,2023-02-17T00:25:49.976Z,2023-02-17T00:30:19.458Z,completed,completed normal,,,QuickServiceRestaurant,NT_Yellowknife,NECB2015,CWEC2016,333600.0,0.0,1436.0,1436.0,,,,
MidriseApartment:NT_Yellowknife:NECB2015,f1860af3-767e-4dfb-a697-4236be650b65,2023-02-17T00:06:52.799Z,2023-02-17T00:14:17.881Z,completed,completed normal,,,MidriseApartment,NT_Yellowknife,NECB2015,CWEC2016,401500.0,0.0,128.1,128.1,,,,
FullServiceRestaurant:NL_St.Johns:NECB2015,d7e6de38-5125-427b-9d0b-dc02d63be552,2023-02-16T23:46:50.657Z,2023-02-16T23:51:25.138Z,completed,completed normal,,,FullServiceRestaurant,NL_St.Johns,NECB2015,CWEC2016,349900.0,0.0,684.5,684.5,,,,
FullServiceRestaurant:ON_Toronto:NECB2011,6a13ba58-969c-4220-ba52-d2b36767574b,2023-02-16T23:50:51.745Z,2023-02-16T23:55:25.579Z,completed,completed normal,,,FullServiceRestaurant,ON_Toronto,NECB2011,CWEC2016,78020.0,295800.0,731.4,731.4,,,,
QuickServiceRestaurant:QC_Montreal:NECB2015,2869ee62-67cd-468e-9513-a3f2db8b0622,2023-02-17T00:27:03.399Z,2023-02-17T00:31:01.497Z,completed,completed normal,,,QuickServiceRestaurant,QC_Montreal,NECB2015,CWEC2016,213500.0,0.0,919.1,919.1,,,,
LargeOffice:AB_Edmonton:NECB2011,08daf210-aaf2-47b8-8853-9050b1c8548b,2023-02-17T00:32:05.518Z,2023-02-17T00:39:21.900Z,completed,completed normal,,,LargeOffice,AB_Edmonton,NECB2011,CWEC2016,3949000.0,1688000.0,121.7,121.7,,,,
Warehouse:AB_Edmonton:NECB2011,24dd6b64-1db2-468c-bac3-472026262758,2023-02-16T21:58:26.086Z,2023-02-16T22:05:47.038Z,completed,completed normal,,,Warehouse,AB_Edmonton,NECB2011,CWEC2016,297200.0,326900.0,129.1,129.1,,,,
SmallOffice:NT_Yellowknife:NECB2011,ad84fb35-da17-4af5-b55b-dff335118001,2023-02-16T22:26:18.064Z,2023-02-16T22:32:39.502Z,completed,completed normal,,,SmallOffice,NT_Yellowknife,NECB2011,CWEC2016,74350.0,0.0,145.5,145.5,,,,
LargeOffice:AB_Fort.McMurray:NECB2011,9818ebbd-5478-4743-8373-ae5bab1cfda8,2023-02-17T00:34:03.032Z,2023-02-17T00:41:06.915Z,completed,completed normal,,,LargeOffice,AB_Fort.McMurray,NECB2011,CWEC2016,3805000.0,2174000.0,129.1,129.1,,,,
LargeOffice:NS_Halifax.Dockyard:NECB2011,22aee024-03c1-4daa-942e-a6580053114e,2023-02-17T00:41:59.849Z,2023-02-17T00:48:56.468Z,completed,completed normal,,,LargeOffice,NS_Halifax.Dockyard,NECB2011,CWEC2016,4032000.0,1252000.0,114.1,114.1,,,,
LargeOffice:NT_Yellowknife:NECB2015,b7310c61-cae8-46ec-b394-dc4dc9e43aed,2023-02-17T00:45:07.607Z,2023-02-17T00:51:23.495Z,completed,completed normal,,,LargeOffice,NT_Yellowknife,NECB2015,CWEC2016,5541000.0,0.0,119.6,119.6,,,,
MediumOffice:NS_Sydney:NECB2017,be4e6917-c136-4ecf-be68-be979d68044e,2023-02-16T23:12:14.615Z,2023-02-16T23:23:41.863Z,completed,completed normal,,,MediumOffice,NS_Sydney,NECB2017,CWEC2016,368600.0,200200.0,114.2,114.2,,,,
LargeOffice:AB_Edmonton:NECB2015,66517bab-783b-4c78-9122-75b4ff09158b,2023-02-17T00:32:22.532Z,2023-02-17T00:40:12.786Z,completed,completed normal,,,LargeOffice,AB_Edmonton,NECB2015,CWEC2016,3749000.0,1739000.0,118.5,118.5,,,,
FullServiceRestaurant:AB_Calgary:NECB2011,8893536c-e09b-497c-9338-76dff0304942,2023-02-16T23:41:09.837Z,2023-02-16T23:45:10.099Z,completed,completed normal,,,FullServiceRestaurant,AB_Calgary,NECB2011,CWEC2016,70210.0,330300.0,783.6,783.6,,,,
LargeOffice:NT_Yellowknife:NECB2020,3f7d8cfc-1193-4b02-9f00-5cec23370ee1,2023-02-17T00:46:26.787Z,2023-02-17T00:52:58.638Z,completed,completed normal,,,LargeOffice,NT_Yellowknife,NECB2020,CWEC2016,4326000.0,0.0,93.39,93.39,,,,
MediumOffice:MB_Winnipeg:NECB2015,05b78560-8ced-4d4e-b44b-972d319ffd8f,2023-02-16T23:07:02.063Z,2023-02-16T23:15:13.008Z,completed,completed normal,,,MediumOffice,MB_Winnipeg,NECB2015,CWEC2016,647500.0,0.0,130.0,130.0,,,,
RetailStripmall:QC_Montreal:NECB2015,bf7f1bd9-2702-4175-9f94-711c3457ada7,2023-02-16T23:35:58.462Z,2023-02-16T23:41:09.287Z,completed,completed normal,,,RetailStripmall,QC_Montreal,NECB2015,CWEC2016,520900.0,0.0,249.2,249.2,,,,
RetailStandalone:BC_Vancouver:NECB2015,3293a05a-fd7e-458f-849d-d869950b7e26,2023-02-16T22:39:54.228Z,2023-02-16T22:49:15.636Z,completed,completed normal,,,RetailStandalone,BC_Vancouver,NECB2015,CWEC2016,394300.0,0.0,171.9,171.9,,,,
FullServiceRestaurant:AB_Fort.McMurray:NECB2020,dd5282e4-4821-4ffc-8707-442b632ce582,2023-02-16T23:44:29.446Z,2023-02-16T23:49:14.072Z,completed,completed normal,,,FullServiceRestaurant,AB_Fort.McMurray,NECB2020,CWEC2016,56990.0,147300.0,399.6,399.6,,,,
SmallOffice:AB_Edmonton:NECB2017,3bba46b7-85a0-4c8d-b8b6-3fb3a42bbecb,2023-02-16T22:18:00.934Z,2023-02-16T22:24:20.109Z,completed,completed normal,,,SmallOffice,AB_Edmonton,NECB2017,CWEC2016,46840.0,20630.0,132.0,132.0,,,,
MediumOffice:AB_Fort.McMurray:NECB2020,677c4c22-880d-4f91-bab0-81da2618e4f3,2023-02-16T23:01:01.640Z,2023-02-16T23:11:15.845Z,completed,completed normal,,,MediumOffice,AB_Fort.McMurray,NECB2020,CWEC2016,326600.0,206400.0,107.0,107.0,,,,
LargeOffice:YT_Whitehorse:NECB2017,7af9cd9b-f1f6-4f53-a7b7-2b7797bc3ad5,2023-02-17T00:55:36.714Z,2023-02-17T01:01:52.181Z,completed,completed normal,,,LargeOffice,YT_Whitehorse,NECB2017,CWEC2016,4597000.0,0.0,99.25,99.25,,,,
MidriseApartment:NL_St.Johns:NECB2011,5968d77d-dbdd-4c23-8175-de060161c4f6,2023-02-17T00:03:46.147Z,2023-02-17T00:09:34.640Z,completed,completed normal,,,MidriseApartment,NL_St.Johns,NECB2011,CWEC2016,423200.0,0.0,135.0,135.0,,,,
Warehouse:AB_Fort.McMurray:NECB2015,9232c556-d29f-46bf-b157-e08c46c34ccf,2023-02-16T21:58:26.497Z,2023-02-16T22:05:31.576Z,completed,completed normal,,,Warehouse,AB_Fort.McMurray,NECB2015,CWEC2016,269500.0,413100.0,141.2,141.2,,,,
RetailStripmall:YT_Whitehorse:NECB2017,c0033445-a531-4297-ad5a-6e82957b550d,2023-02-16T23:40:52.448Z,2023-02-16T23:45:55.541Z,completed,completed normal,,,RetailStripmall,YT_Whitehorse,NECB2017,CWEC2016,333600.0,0.0,159.6,159.6,,,,
SmallOffice:QC_Quebec:NECB2020,643dd09b-48fe-447b-aa9b-52bef1c7b126,2023-02-16T22:32:05.471Z,2023-02-16T22:38:45.451Z,completed,completed normal,,,SmallOffice,QC_Quebec,NECB2020,CWEC2016,62110.0,0.0,121.5,121.5,,,,
RetailStandalone:NS_Halifax.Dockyard:NECB2015,15a45f1d-0424-4ff2-a632-217f50ee4b18,2023-02-16T22:48:55.611Z,2023-02-16T22:55:03.897Z,completed,completed normal,,,RetailStandalone,NS_Halifax.Dockyard,NECB2015,CWEC2016,274600.0,204400.0,208.8,208.8,,,,
QuickServiceRestaurant:AB_Edmonton:NECB2015,c8476d9a-8f56-46fd-84b8-b0f8c9aa370e,2023-02-17T00:18:51.076Z,2023-02-17T00:22:12.560Z,completed,completed normal,,,QuickServiceRestaurant,AB_Edmonton,NECB2015,CWEC2016,46080.0,251500.0,1281.0,1281.0,,,,
RetailStandalone:MB_Winnipeg:NECB2011,6750a032-b3a9-4df4-9bd6-6c278a62d2c5,2023-02-16T22:45:28.937Z,2023-02-16T22:51:56.138Z,completed,completed normal,,,RetailStandalone,MB_Winnipeg,NECB2011,CWEC2016,504800.0,0.0,220.0,220.0,,,,
RetailStripmall:SK_Saskatoon:NECB2017,eccba8b6-efed-4361-a995-f87782c0872e,2023-02-16T23:40:27.033Z,2023-02-16T23:45:43.146Z,completed,completed normal,,,RetailStripmall,SK_Saskatoon,NECB2017,CWEC2016,244500.0,247400.0,235.3,235.3,,,,
MidriseApartment:NT_Yellowknife:NECB2020,e2208b89-f8ef-421c-bf7b-dec791f3a01f,2023-02-17T00:07:00.705Z,2023-02-17T00:14:31.652Z,completed,completed normal,,,MidriseApartment,NT_Yellowknife,NECB2020,CWEC2016,398500.0,0.0,127.1,127.1,,,,
Warehouse:BC_Victoria:NECB2011,0915cdc5-e2fd-4cfd-8124-0b2c91b90c0b,2023-02-16T21:58:28.333Z,2023-02-16T22:04:09.232Z,completed,completed normal,,,Warehouse,BC_Victoria,NECB2011,CWEC2016,475100.0,0.0,98.27,98.27,,,,
SmallOffice:SK_Saskatoon:NECB2015,ac1635cf-7004-4809-b089-36498466857f,2023-02-16T22:33:37.182Z,2023-02-16T22:39:53.432Z,completed,completed normal,,,SmallOffice,SK_Saskatoon,NECB2015,CWEC2016,47920.0,37000.0,166.1,166.1,,,,
Warehouse:QC_Montreal:NECB2015,6ae16307-9f43-464f-9114-c4788f124eaf,2023-02-16T22:10:20.085Z,2023-02-16T22:16:09.355Z,completed,completed normal,,,Warehouse,QC_Montreal,NECB2015,CWEC2016,608600.0,0.0,125.9,125.9,,,,
Warehouse:NS_Sydney:NECB2011,654f2040-ee8a-4aa0-b0e4-132e52b18120,2023-02-16T22:05:32.245Z,2023-02-16T22:11:15.478Z,completed,completed normal,,,Warehouse,NS_Sydney,NECB2011,CWEC2016,289600.0,346400.0,131.5,131.5,,,,
FullServiceRestaurant:BC_Victoria:NECB2020,2beb5cf7-b0f9-46c4-a128-a659c4fa79a3,2023-02-16T23:45:53.177Z,2023-02-16T23:50:51.083Z,completed,completed normal,,,FullServiceRestaurant,BC_Victoria,NECB2020,CWEC2016,110500.0,0.0,216.2,216.2,,,,
LargeOffice:NS_Halifax.Dockyard:NECB2015,952ec649-c36f-4832-9999-207df9007955,2023-02-17T00:42:10.331Z,2023-02-17T00:49:26.103Z,completed,completed normal,,,LargeOffice,NS_Halifax.Dockyard,NECB2015,CWEC2016,3840000.0,1284000.0,110.6,110.6,,,,
FullServiceRestaurant:BC_Vancouver:NECB2017,eb860c10-3b25-4ad8-babf-4001ba463a0d,2023-02-16T23:45:10.661Z,2023-02-16T23:49:56.303Z,completed,completed normal,,,FullServiceRestaurant,BC_Vancouver,NECB2017,CWEC2016,163400.0,0.0,319.6,319.6,,,,
MidriseApartment:ON_Toronto:NECB2011,b713f853-451a-48d3-8c0a-97b5e160c067,2023-02-17T00:09:02.518Z,2023-02-17T00:15:24.356Z,completed,completed normal,,,MidriseApartment,ON_Toronto,NECB2011,CWEC2016,234700.0,232800.0,149.1,149.1,,,,
MidriseApartment:AB_Calgary:NECB2015,eb1847ea-d2a1-4e71-8e8c-34e72fe73236,2023-02-16T23:56:09.451Z,2023-02-17T00:03:17.133Z,completed,completed normal,,,MidriseApartment,AB_Calgary,NECB2015,CWEC2016,225300.0,377000.0,192.1,192.1,,,,
QuickServiceRestaurant:QC_Quebec:NECB2011,4cea0531-170e-4cfa-b486-eed684186893,2023-02-17T00:27:53.883Z,2023-02-17T00:31:51.057Z,completed,completed normal,,,QuickServiceRestaurant,QC_Quebec,NECB2011,CWEC2016,232200.0,0.0,999.5,999.5,,,,
QuickServiceRestaurant:AB_Edmonton:NECB2017,541d623b-b3cc-4ed2-b780-dcde12e1591f,2023-02-17T00:19:22.964Z,2023-02-17T00:22:37.398Z,completed,completed normal,,,QuickServiceRestaurant,AB_Edmonton,NECB2017,CWEC2016,51830.0,129100.0,778.8,778.8,,,,
MediumOffice:AB_Calgary:NECB2017,0c08584f-c17f-426d-8b6b-40f371212720,2023-02-16T23:00:02.052Z,2023-02-16T23:12:09.962Z,completed,completed normal,,,MediumOffice,AB_Calgary,NECB2017,CWEC2016,376700.0,172900.0,110.3,110.3,,,,
RetailStandalone:SK_Saskatoon:NECB2011,b8a3c336-c282-4ea8-998c-72855d920288,2023-02-16T22:55:56.682Z,2023-02-16T23:01:01.119Z,completed,completed normal,,,RetailStandalone,SK_Saskatoon,NECB2011,CWEC2016,294500.0,256400.0,240.2,240.2,,,,
