name,_id,run_start_time,run_end_time,status,status_message,nrc_create_necb_prototype_building.building_type,nrc_create_necb_prototype_building.epw_file,nrc_create_necb_prototype_building.template,nrc_report_utility_costs.total_site_energy,openstudio_results.eui
MediumOfficeYT_WhitehorseNECB2020,d085d433-074e-4f54-8e48-bc5931d5d7f1,2021-12-24T16:33:40.162Z,2021-12-24T16:38:14.502Z,completed,completed normal,MediumOffice,YT_Whitehorse,NECB2020,572300,114.8602433
QuickServiceRestaurantAB_Edmonton.Stony.PlainNECB2015,d08e3362-65db-4de7-a21f-0b3aeac75de5,2021-12-24T17:27:50.684Z,2021-12-24T17:30:07.216Z,completed,completed normal,QuickServiceRestaurant,AB_Edmonton.Stony.Plain,NECB2015,297300,1279.458743
RetailStripmallNL_St.JohnsNECB2020,d099a024-79e4-4d75-8d5d-c38843034b5d,2021-12-24T16:38:48.796Z,2021-12-24T16:41:34.631Z,completed,completed normal,RetailStripmall,NL_St.Johns,NECB2020,423500,202.6178342
SmallOfficeBC_VictoriaNECB2015,d09b504d-58c9-44b6-9863-2717db978f1c,2021-12-24T15:55:01.370Z,2021-12-24T15:57:46.511Z,completed,completed normal,SmallOffice,BC_Victoria,NECB2015,60080,117.5268018
FullServiceRestaurantON_WindsorNECB2011,d0eafd80-0e5c-4f9b-a4c1-5ce22e207f2c,2021-12-24T16:54:08.490Z,2021-12-24T16:56:23.220Z,completed,completed normal,FullServiceRestaurant,ON_Windsor,NECB2011,348200,681.1492604
WarehouseNB_FrederictonNECB2020,d1466447-9cc1-42e0-9980-36f19f6cbd2e,2021-12-24T15:45:17.012Z,2021-12-24T15:48:09.141Z,completed,completed normal,Warehouse,NB_Fredericton,NECB2020,594700,123.0025528
MidriseApartmentQC_Montreal-TrudeauNECB2020,d1dd9bdf-6106-4bfc-b170-847ee2d7e27f,2021-12-24T17:20:05.841Z,2021-12-24T17:27:50.433Z,completed,completed normal,MidriseApartment,QC_Montreal-Trudeau,NECB2020,476900,152.1277324
MidriseApartmentNL_St.JohnsNECB2015,d25625ad-9fe5-4cb0-82c4-a9c49c24981d,2021-12-24T17:06:00.004Z,2021-12-24T17:12:05.720Z,completed,completed normal,MidriseApartment,NL_St.Johns,NECB2015,522500,166.6811998
RetailStripmallNT_YellowknifeNECB2020,d28410cb-6a3c-44de-b3ea-3b94ccca279e,2021-12-24T16:41:30.465Z,2021-12-24T16:44:20.184Z,completed,completed normal,RetailStripmall,NT_Yellowknife,NECB2020,516900,247.2720817
QuickServiceRestaurantQC_QuebecNECB2015,d29917f1-e989-4eb2-b0cf-a192b4e08f21,2021-12-24T17:36:01.304Z,2021-12-24T17:38:31.036Z,completed,completed normal,QuickServiceRestaurant,QC_Quebec,NECB2015,232200,999.4691687
WarehouseON_WindsorNECB2015,d35c584a-7ff5-4d8c-849d-cf7274dfe758,2021-12-24T15:48:24.065Z,2021-12-24T15:51:09.283Z,completed,completed normal,Warehouse,ON_Windsor,NECB2015,630800,130.4716155
MediumOfficeNS_YarmouthNECB2015,d35dd84d-9e3b-4585-91be-bb797efe5016,2021-12-24T16:23:38.874Z,2021-12-24T16:28:43.871Z,completed,completed normal,MediumOffice,NS_Yarmouth,NECB2015,720500,144.6201369
QuickServiceRestaurantNS_Sydney-McCurdyNECB2011,d36728f0-4949-40a3-8356-fa19ab5c6dc6,2021-12-24T17:32:13.689Z,2021-12-24T17:34:21.749Z,completed,completed normal,QuickServiceRestaurant,NS_Sydney-McCurdy,NECB2011,282900,1217.444741
LargeOfficeBC_VictoriaNECB2015,d3d053e4-8b60-4561-9a0c-68555de1f69e,2021-12-24T17:39:53.777Z,2021-12-24T17:45:04.449Z,completed,completed normal,LargeOffice,BC_Victoria,NECB2015,4815000,103.950764
QuickServiceRestaurantON_TorontoNECB2020,d4572249-d302-48bc-a053-792b617d3d0e,2021-12-24T17:34:31.892Z,2021-12-24T17:37:15.005Z,completed,completed normal,QuickServiceRestaurant,ON_Toronto,NECB2020,66620,286.7445219
LargeOfficeMB_Winnipeg-RichardsonNECB2011,d60d0db7-a590-41f5-a41a-0f6e7badac2e,2021-12-24T17:43:48.258Z,2021-12-24T17:48:41.832Z,completed,completed normal,LargeOffice,MB_Winnipeg-Richardson,NECB2011,5815000,125.5412724
RetailStripmallON_Sault.Ste.MarieNECB2020,d625f68f-a421-449b-8ed0-ddfb32f5c451,2021-12-24T16:43:52.649Z,2021-12-24T16:47:00.877Z,completed,completed normal,RetailStripmall,ON_Sault.Ste.Marie,NECB2020,421300,201.5560616
LargeOfficeNS_YarmouthNECB2020,d66afba4-c68a-4841-b1b3-f53329e16a12,2021-12-24T17:50:04.199Z,2021-12-24T17:57:08.349Z,completed,completed normal,LargeOffice,NS_Yarmouth,NECB2020,4689000,101.2238026
SmallOfficeAB_Fort.McMurrayNECB2015,d68fd669-0bd5-4559-b658-c6d94712acea,2021-12-24T15:53:13.627Z,2021-12-24T15:55:55.000Z,completed,completed normal,SmallOffice,AB_Fort.McMurray,NECB2015,83640,163.6256532
RetailStripmallSK_SaskatoonNECB2017,d6c0b832-68ec-4242-a67e-b0c1f35ca895,2021-12-24T16:46:03.084Z,2021-12-24T16:49:25.966Z,completed,completed normal,RetailStripmall,SK_Saskatoon,NECB2017,488200,233.5567441
WarehouseQC_Saguenay-BagotvilleNECB2015,d6caa011-d08f-4d87-91cb-f86225b6fdab,2021-12-24T15:50:51.508Z,2021-12-24T15:53:11.090Z,completed,completed normal,Warehouse,QC_Saguenay-Bagotville,NECB2015,622100,128.6550494
MidriseApartmentON_WindsorNECB2020,d6dfca94-e7e8-49f8-a28f-04064ec4785f,2021-12-24T17:14:23.476Z,2021-12-24T17:22:31.758Z,completed,completed normal,MidriseApartment,ON_Windsor,NECB2020,508800,162.3221602
RetailStripmallAB_Edmonton.Stony.PlainNECB2015,d7c7dda8-cce2-449e-8c72-1f37454f96f5,2021-12-24T16:34:38.556Z,2021-12-24T16:37:42.843Z,completed,completed normal,RetailStripmall,AB_Edmonton.Stony.Plain,NECB2015,574100,274.6695349
SmallOfficeQC_Montreal-TrudeauNECB2011,d800eb77-6ed8-40d9-850c-c4a13174e902,2021-12-24T16:00:51.065Z,2021-12-24T16:03:01.050Z,completed,completed normal,SmallOffice,QC_Montreal-Trudeau,NECB2011,73050,142.9102434
FullServiceRestaurantNT_Inuvik-ZubkoNECB2017,d859c144-3947-45f8-aa6f-859353192bb9,2021-12-24T16:52:17.061Z,2021-12-24T16:54:42.605Z,completed,completed normal,FullServiceRestaurant,NT_Inuvik-Zubko,NECB2017,429400,840.158901
MidriseApartmentNS_Sydney-McCurdyNECB2017,d873dd12-d788-40f7-a196-1b1223af544f,2021-12-24T17:06:56.416Z,2021-12-24T17:14:23.279Z,completed,completed normal,MidriseApartment,NS_Sydney-McCurdy,NECB2017,501100,159.8515357
LargeOfficeQC_Montreal-TrudeauNECB2017,d8ec0f03-295e-4838-b45d-b841e6501284,2021-12-24T17:57:19.561Z,2021-12-24T18:02:48.622Z,completed,completed normal,LargeOffice,QC_Montreal-Trudeau,NECB2017,5122000,110.5875115
WarehouseNT_YellowknifeNECB2015,d8fc5409-395e-4ee5-9d4c-f427b406706e,2021-12-24T15:47:52.774Z,2021-12-24T15:50:44.592Z,completed,completed normal,Warehouse,NT_Yellowknife,NECB2015,712700,147.4095721
SmallOfficeNT_YellowknifeNECB2011,d95892b7-cc86-4405-bde2-452259b556d5,2021-12-24T15:58:32.555Z,2021-12-24T16:00:49.113Z,completed,completed normal,SmallOffice,NT_Yellowknife,NECB2011,89560,175.2060672
MidriseApartmentYT_WhitehorseNECB2015,d9941502-f660-43d2-9e0e-f2b72d714a52,2021-12-24T17:23:17.044Z,2021-12-24T17:30:12.495Z,completed,completed normal,MidriseApartment,YT_Whitehorse,NECB2015,625900,199.6766211
WarehouseNS_HalifaxNECB2011,d9aa94ca-faf0-4438-ad8b-1de31f9a236a,2021-12-24T15:45:23.261Z,2021-12-24T15:47:36.128Z,completed,completed normal,Warehouse,NS_Halifax,NECB2011,556900,115.1709813
RetailStripmallMB_Winnipeg-RichardsonNECB2011,da2e91c1-bc27-42d0-906d-e947896a9aaf,2021-12-24T16:37:17.415Z,2021-12-24T16:39:58.825Z,completed,completed normal,RetailStripmall,MB_Winnipeg-Richardson,NECB2011,534500,255.7091206
RetailStandaloneNS_Sydney-McCurdyNECB2017,da3724ab-899e-4de8-9cde-c01bdad5fdf6,2021-12-24T16:08:30.839Z,2021-12-24T16:12:02.286Z,completed,completed normal,RetailStandalone,NS_Sydney-McCurdy,NECB2017,396300,172.769086
RetailStripmallYT_WhitehorseNECB2020,da444e95-7b16-432c-b9cf-d6200817c2b5,2021-12-24T16:46:29.642Z,2021-12-24T16:49:55.613Z,completed,completed normal,RetailStripmall,YT_Whitehorse,NECB2020,418400,200.1766875
RetailStripmallQC_Montreal-TrudeauNECB2011,dabca504-1854-4ef5-8fb9-4a37b0b1d8d2,2021-12-24T16:43:52.641Z,2021-12-24T16:46:19.991Z,completed,completed normal,RetailStripmall,QC_Montreal-Trudeau,NECB2011,520500,248.9916483
SmallOfficeON_Sault.Ste.MarieNECB2015,dad71401-0945-4a52-8e88-8319e3df879b,2021-12-24T16:00:41.069Z,2021-12-24T16:03:27.454Z,completed,completed normal,SmallOffice,ON_Sault.Ste.Marie,NECB2015,75520,147.741303
WarehouseQC_Montreal-TrudeauNECB2017,dadcd2b2-505a-4899-8684-aa1fe6cdc9b6,2021-12-24T15:50:20.918Z,2021-12-24T15:53:02.414Z,completed,completed normal,Warehouse,QC_Montreal-Trudeau,NECB2017,487700,100.8665285
RetailStripmallON_TorontoNECB2020,dc4f4886-5562-4592-8586-74c6de286985,2021-12-24T16:42:45.112Z,2021-12-24T16:45:58.680Z,completed,completed normal,RetailStripmall,ON_Toronto,NECB2020,442800,211.8163195
MediumOfficeNL_St.JohnsNECB2017,dc9aa6cd-a142-4e87-a13a-020fc4790f8a,2021-12-24T16:21:05.385Z,2021-12-24T16:25:35.333Z,completed,completed normal,MediumOffice,NL_St.Johns,NECB2017,627000,125.8527319
RetailStandaloneNS_Sydney-McCurdyNECB2015,dcafa94e-2baa-47f6-8f24-d87d9d8afe72,2021-12-24T16:08:21.700Z,2021-12-24T16:11:36.418Z,completed,completed normal,RetailStandalone,NS_Sydney-McCurdy,NECB2015,534800,233.1248659
RetailStandaloneBC_VancouverNECB2015,dcbc98bc-294b-4edb-9925-2ef8b5b4fd82,2021-12-24T16:05:20.056Z,2021-12-24T16:07:48.726Z,completed,completed normal,RetailStandalone,BC_Vancouver,NECB2015,388100,169.161834
QuickServiceRestaurantON_TorontoNECB2017,dd246fea-5499-46af-9904-fd23fe14aea4,2021-12-24T17:34:23.179Z,2021-12-24T17:36:59.638Z,completed,completed normal,QuickServiceRestaurant,ON_Toronto,NECB2017,152800,657.6210152
QuickServiceRestaurantNS_HalifaxNECB2017,dd294bb2-d513-4050-bf2a-a4097b37b3b3,2021-12-24T17:32:02.615Z,2021-12-24T17:34:31.734Z,completed,completed normal,QuickServiceRestaurant,NS_Halifax,NECB2017,150400,647.3750155
MediumOfficeAB_Fort.McMurrayNECB2011,de562f37-9761-40f7-9132-05d993854bda,2021-12-24T16:15:05.989Z,2021-12-24T16:19:05.554Z,completed,completed normal,MediumOffice,AB_Fort.McMurray,NECB2011,783300,157.2194602
MidriseApartmentAB_CalgaryNECB2017,dfb11f76-02ca-423b-b954-20ab06f9cc67,2021-12-24T16:57:19.554Z,2021-12-24T17:05:14.869Z,completed,completed normal,MidriseApartment,AB_Calgary,NECB2017,516500,164.7848093
MediumOfficeNS_Sydney-McCurdyNECB2011,dfbb6536-f68d-4752-8c9e-07903115ae1d,2021-12-24T16:21:48.894Z,2021-12-24T16:25:58.341Z,completed,completed normal,MediumOffice,NS_Sydney-McCurdy,NECB2011,795500,159.6642797
SmallOfficeNS_YarmouthNECB2020,dff2991e-4ee3-4a44-97b0-c916aec82ba5,2021-12-24T15:58:11.330Z,2021-12-24T16:01:00.086Z,completed,completed normal,SmallOffice,NS_Yarmouth,NECB2020,60820,118.9831842
QuickServiceRestaurantBC_VictoriaNECB2017,dff6d11f-fedd-437b-bc93-5816818dfaaa,2021-12-24T17:29:45.859Z,2021-12-24T17:32:23.170Z,completed,completed normal,QuickServiceRestaurant,BC_Victoria,NECB2017,107100,460.9623827
QuickServiceRestaurantNS_YarmouthNECB2011,e0b25745-ecef-448d-9d47-f63069f9f791,2021-12-24T17:32:42.808Z,2021-12-24T17:34:34.371Z,completed,completed normal,QuickServiceRestaurant,NS_Yarmouth,NECB2011,258700,1113.466376
FullServiceRestaurantQC_Montreal-TrudeauNECB2011,e0f7e885-969e-4d8c-8468-83e9bddb0908,2021-12-24T16:54:44.594Z,2021-12-24T16:56:41.378Z,completed,completed normal,FullServiceRestaurant,QC_Montreal-Trudeau,NECB2011,323800,633.4191964
FullServiceRestaurantAB_Fort.McMurrayNECB2011,e15e462a-eb58-401b-ab86-11fbf0acc6e0,2021-12-24T16:47:15.864Z,2021-12-24T16:49:28.615Z,completed,completed normal,FullServiceRestaurant,AB_Fort.McMurray,NECB2011,514900,1007.358136
RetailStripmallQC_Montreal-TrudeauNECB2020,e28ad2d0-47d1-4d21-a61e-113ce1dfbd21,2021-12-24T16:44:02.634Z,2021-12-24T16:46:58.579Z,completed,completed normal,RetailStripmall,QC_Montreal-Trudeau,NECB2020,403500,193.0140414
RetailStandaloneBC_VictoriaNECB2020,e422a0f5-cbff-4c7d-9b89-2966f8fc0e86,2021-12-24T16:05:53.087Z,2021-12-24T16:08:31.376Z,completed,completed normal,RetailStandalone,BC_Victoria,NECB2020,304800,132.8519789
WarehouseNS_YarmouthNECB2020,e53cfa2e-4147-422c-99ce-bb62f498f979,2021-12-24T15:47:18.864Z,2021-12-24T15:50:31.349Z,completed,completed normal,Warehouse,NS_Yarmouth,NECB2020,638700,132.0951499
FullServiceRestaurantQC_Saguenay-BagotvilleNECB2020,e55d3e46-47ec-4fdc-9901-f46eba6e0a5d,2021-12-24T16:56:39.490Z,2021-12-24T16:59:00.269Z,completed,completed normal,FullServiceRestaurant,QC_Saguenay-Bagotville,NECB2020,160500,313.9652418
MediumOfficeON_Sault.Ste.MarieNECB2020,e59fc2e1-e85b-4c6d-9e8b-d51c4b04852e,2021-12-24T16:28:44.111Z,2021-12-24T16:34:02.746Z,completed,completed normal,MediumOffice,ON_Sault.Ste.Marie,NECB2020,639200,128.2903034
FullServiceRestaurantAB_CalgaryNECB2020,e5e544a1-ecbc-490e-916c-14f4a6764ac7,2021-12-24T16:46:55.379Z,2021-12-24T16:49:35.456Z,completed,completed normal,FullServiceRestaurant,AB_Calgary,NECB2020,158700,310.5144174
LargeOfficeAB_Fort.McMurrayNECB2015,e611be14-69ad-466a-8131-1606c0a0863e,2021-12-24T17:38:56.198Z,2021-12-24T17:45:12.459Z,completed,completed normal,LargeOffice,AB_Fort.McMurray,NECB2015,6031000,130.211343
RetailStandaloneAB_Edmonton.Stony.PlainNECB2011,e6149be4-024a-4084-a5a0-59e49f884b2a,2021-12-24T16:03:36.571Z,2021-12-24T16:06:04.088Z,completed,completed normal,RetailStandalone,AB_Edmonton.Stony.Plain,NECB2011,491800,214.3959748
MidriseApartmentAB_Fort.McMurrayNECB2011,e63db0ed-d479-4908-bf44-27dba6d78c3f,2021-12-24T16:58:43.749Z,2021-12-24T17:05:31.891Z,completed,completed normal,MidriseApartment,AB_Fort.McMurray,NECB2011,552600,176.2756948
QuickServiceRestaurantMB_Winnipeg-RichardsonNECB2015,e69f6e34-7652-4371-bbd5-d9d5ed533f18,2021-12-24T17:30:12.847Z,2021-12-24T17:32:38.165Z,completed,completed normal,QuickServiceRestaurant,MB_Winnipeg-Richardson,NECB2015,257800,1109.580787
RetailStandaloneON_WindsorNECB2015,e729bdd6-69c8-486d-94a2-2b47c2a1ae19,2021-12-24T16:11:34.068Z,2021-12-24T16:14:24.153Z,completed,completed normal,RetailStandalone,ON_Windsor,NECB2015,519100,226.2808953
MediumOfficeAB_CalgaryNECB2011,e775812c-4ca2-4340-b761-6758f683631f,2021-12-24T16:14:51.024Z,2021-12-24T16:19:11.358Z,completed,completed normal,MediumOffice,AB_Calgary,NECB2011,779100,156.3742272
RetailStandaloneNL_St.JohnsNECB2015,e7a87535-1c24-4b52-891e-674fec3e85df,2021-12-24T16:06:34.655Z,2021-12-24T16:09:09.170Z,completed,completed normal,RetailStandalone,NL_St.Johns,NECB2015,478600,208.6272778
RetailStandaloneQC_Saguenay-BagotvilleNECB2011,e80ce2a7-96de-47f6-8559-29a2df339808,2021-12-24T16:12:24.628Z,2021-12-24T16:14:49.141Z,completed,completed normal,RetailStandalone,QC_Saguenay-Bagotville,NECB2011,462100,201.4527333
QuickServiceRestaurantNS_Sydney-McCurdyNECB2015,e91dec13-fc14-40a8-9172-12dea43a026a,2021-12-24T17:32:23.348Z,2021-12-24T17:34:43.682Z,completed,completed normal,QuickServiceRestaurant,NS_Sydney-McCurdy,NECB2015,283200,1219.010932
LargeOfficeNS_HalifaxNECB2020,e95361d1-5543-4209-b6cb-e5412b25f771,2021-12-24T17:46:26.605Z,2021-12-24T17:53:11.615Z,completed,completed normal,LargeOffice,NS_Halifax,NECB2020,4637000,100.1168384
LargeOfficeYT_WhitehorseNECB2020,e99e9436-0553-437c-9fe2-f7e814bc46f1,2021-12-24T18:03:44.965Z,2021-12-24T18:08:32.887Z,completed,completed normal,LargeOffice,YT_Whitehorse,NECB2020,4400000,94.98308904
LargeOfficeQC_Saguenay-BagotvilleNECB2015,e9a99954-36d3-4582-af7d-839d6675c839,2021-12-24T18:01:20.221Z,2021-12-24T18:06:22.199Z,completed,completed normal,LargeOffice,QC_Saguenay-Bagotville,NECB2015,5363000,115.7702554
QuickServiceRestaurantON_WindsorNECB2020,e9d535a6-9943-49a6-9337-7b51745bae43,2021-12-24T17:34:58.457Z,2021-12-24T17:37:44.020Z,completed,completed normal,QuickServiceRestaurant,ON_Windsor,NECB2020,64730,278.5907626
SmallOfficeNS_HalifaxNECB2011,ea07c3ed-969e-40f9-847e-a0a54be720d0,2021-12-24T15:56:02.971Z,2021-12-24T15:58:21.676Z,completed,completed normal,SmallOffice,NS_Halifax,NECB2011,68890,134.7805862
MidriseApartmentSK_SaskatoonNECB2017,ea47ccf2-13fc-45e7-8c91-f58f80441e00,2021-12-24T17:22:31.956Z,2021-12-24T17:30:22.681Z,completed,completed normal,MidriseApartment,SK_Saskatoon,NECB2017,566100,180.5877676
QuickServiceRestaurantQC_Saguenay-BagotvilleNECB2011,eaaf81b3-38e5-4037-abea-c1eaa7eb3914,2021-12-24T17:36:20.044Z,2021-12-24T17:38:30.825Z,completed,completed normal,QuickServiceRestaurant,QC_Saguenay-Bagotville,NECB2011,253700,1091.814678
QuickServiceRestaurantNS_HalifaxNECB2015,eb058aa0-ce0d-44d6-a545-660e99e9ea00,2021-12-24T17:31:55.216Z,2021-12-24T17:34:22.909Z,completed,completed normal,QuickServiceRestaurant,NS_Halifax,NECB2015,250400,1077.886335
LargeOfficeMB_Winnipeg-RichardsonNECB2017,eb2c7258-6ada-4640-9e62-57846718598b,2021-12-24T17:44:01.264Z,2021-12-24T17:49:42.427Z,completed,completed normal,LargeOffice,MB_Winnipeg-Richardson,NECB2017,5203000,112.3280461
QuickServiceRestaurantON_TorontoNECB2011,eb80e813-95f0-47db-bfac-c47e50b7fa76,2021-12-24T17:33:57.064Z,2021-12-24T17:36:01.133Z,completed,completed normal,QuickServiceRestaurant,ON_Toronto,NECB2011,245400,1056.103125
RetailStripmallQC_Saguenay-BagotvilleNECB2017,eb8694d3-0ada-468f-a250-762183ad850e,2021-12-24T16:45:36.108Z,2021-12-24T16:48:32.930Z,completed,completed normal,RetailStripmall,QC_Saguenay-Bagotville,NECB2017,413700,197.9242413
SmallOfficeNS_Sydney-McCurdyNECB2015,eb95ec14-59ce-4ad5-9eab-dce420ebe399,2021-12-24T15:57:34.097Z,2021-12-24T16:00:12.398Z,completed,completed normal,SmallOffice,NS_Sydney-McCurdy,NECB2015,73150,143.1058768
MediumOfficeNS_HalifaxNECB2020,ec179d16-78c4-4ceb-8e69-7a68110e0e00,2021-12-24T16:21:40.162Z,2021-12-24T16:26:42.225Z,completed,completed normal,MediumOffice,NS_Halifax,NECB2020,640800,128.6237132
SmallOfficeYT_WhitehorseNECB2011,ec40685a-1a39-4396-96ea-06bf1204e946,2021-12-24T16:03:01.369Z,2021-12-24T16:05:19.885Z,completed,completed normal,SmallOffice,YT_Whitehorse,NECB2011,79600,155.7188008
SmallOfficeBC_VictoriaNECB2020,ec5fe82a-18df-4f9f-b3d9-f8cfeef066e4,2021-12-24T15:55:09.956Z,2021-12-24T15:57:59.304Z,completed,completed normal,SmallOffice,BC_Victoria,NECB2020,52070,101.8652564
RetailStripmallNT_Inuvik-ZubkoNECB2015,ed2507b3-ef8f-4de2-af54-f0a9f56c8055,2021-12-24T16:40:44.021Z,2021-12-24T16:43:52.190Z,completed,completed normal,RetailStripmall,NT_Inuvik-Zubko,NECB2015,662200,316.8108764
QuickServiceRestaurantAB_CalgaryNECB2011,ed44d4e4-608c-4ea8-b891-90e12ead0c91,2021-12-24T17:26:44.760Z,2021-12-24T17:28:38.080Z,completed,completed normal,QuickServiceRestaurant,AB_Calgary,NECB2011,264300,1137.401605
RetailStandaloneON_WindsorNECB2017,ed6828b9-0394-47fc-aee1-a6b35055ba0a,2021-12-24T16:11:36.621Z,2021-12-24T16:14:28.786Z,completed,completed normal,RetailStandalone,ON_Windsor,NECB2017,395700,172.5147983
MidriseApartmentSK_SaskatoonNECB2020,ede40342-14e8-495c-94c2-f0487401885b,2021-12-24T17:22:32.564Z,2021-12-24T17:30:42.052Z,completed,completed normal,MidriseApartment,SK_Saskatoon,NECB2020,582900,185.9499445
MidriseApartmentON_Sault.Ste.MarieNECB2015,ee022d7a-d224-414a-901a-6a08f9c56921,2021-12-24T17:16:39.519Z,2021-12-24T17:23:16.753Z,completed,completed normal,MidriseApartment,ON_Sault.Ste.Marie,NECB2015,616700,196.7469637
RetailStandaloneSK_SaskatoonNECB2017,ee02c7a2-0cd1-4953-82e3-3b1c1418599b,2021-12-24T16:14:24.316Z,2021-12-24T16:17:16.845Z,completed,completed normal,RetailStandalone,SK_Saskatoon,NECB2017,460900,200.9163074
QuickServiceRestaurantNS_YarmouthNECB2017,ee73870c-9f22-4fac-8b04-73973cdb638b,2021-12-24T17:32:51.593Z,2021-12-24T17:35:08.711Z,completed,completed normal,QuickServiceRestaurant,NS_Yarmouth,NECB2017,153800,662.0685203
SmallOfficeNT_Inuvik-ZubkoNECB2011,ef3ba1e8-7361-41a2-b166-6666e16e3107,2021-12-24T15:58:12.576Z,2021-12-24T16:00:28.112Z,completed,completed normal,SmallOffice,NT_Inuvik-Zubko,NECB2011,97440,190.6339394
RetailStripmallBC_VictoriaNECB2011,ef64d2f5-4a2a-4c4c-a532-32d09e886037,2021-12-24T16:36:51.098Z,2021-12-24T16:39:38.099Z,completed,completed normal,RetailStripmall,BC_Victoria,NECB2011,403900,193.2093863
LargeOfficeNT_YellowknifeNECB2017,ef77232f-35c9-4096-ac22-bf05caf18897,2021-12-24T17:53:11.805Z,2021-12-24T17:59:01.143Z,completed,completed normal,LargeOffice,NT_Yellowknife,NECB2017,5326000,114.975129
QuickServiceRestaurantQC_QuebecNECB2020,efdc433b-b762-4eba-b2b0-15bf1e4f36b4,2021-12-24T17:36:19.992Z,2021-12-24T17:38:48.327Z,completed,completed normal,QuickServiceRestaurant,QC_Quebec,NECB2020,65160,280.431934
LargeOfficeNS_Sydney-McCurdyNECB2017,f025ca46-afd6-4ec2-ae58-1f5a98656123,2021-12-24T17:49:21.474Z,2021-12-24T18:03:29.134Z,completed,completed normal,LargeOffice,NS_Sydney-McCurdy,NECB2017,5065000,109.3534135
QuickServiceRestaurantON_Sault.Ste.MarieNECB2017,f029a42f-7626-45f8-aba1-98cf2651147a,2021-12-24T17:35:04.021Z,2021-12-24T17:37:46.058Z,completed,completed normal,QuickServiceRestaurant,ON_Sault.Ste.Marie,NECB2017,174000,748.9981158
SmallOfficeNT_Inuvik-ZubkoNECB2015,f0440cb7-953f-4c0d-ba29-30cf3539cc27,2021-12-24T15:58:22.017Z,2021-12-24T16:00:55.461Z,completed,completed normal,SmallOffice,NT_Inuvik-Zubko,NECB2015,96130,188.0580988
QuickServiceRestaurantNL_St.JohnsNECB2020,f064c584-10f8-41db-acc4-69d75079ebb0,2021-12-24T17:31:28.206Z,2021-12-24T17:33:56.521Z,completed,completed normal,QuickServiceRestaurant,NL_St.Johns,NECB2020,63520,273.3780953
RetailStripmallAB_Edmonton.Stony.PlainNECB2020,f098987b-2749-4b8c-aa54-b47c6f11f28a,2021-12-24T16:34:44.532Z,2021-12-24T16:37:52.110Z,completed,completed normal,RetailStripmall,AB_Edmonton.Stony.Plain,NECB2020,408100,195.2505411
RetailStripmallNS_Sydney-McCurdyNECB2011,f09c44cc-bac8-4460-aa06-0ec543f28bfb,2021-12-24T16:39:59.319Z,2021-12-24T16:42:44.245Z,completed,completed normal,RetailStripmall,NS_Sydney-McCurdy,NECB2011,567100,271.2888723
QuickServiceRestaurantBC_VancouverNECB2017,f0faf736-7780-4ad1-8c55-2e76e8e2461d,2021-12-24T17:29:21.537Z,2021-12-24T17:31:55.021Z,completed,completed normal,QuickServiceRestaurant,BC_Vancouver,NECB2017,106200,456.993104
SmallOfficeBC_VancouverNECB2017,f100b3ef-1b4e-4a17-82fc-552043b4d685,2021-12-24T15:53:25.773Z,2021-12-24T15:56:04.116Z,completed,completed normal,SmallOffice,BC_Vancouver,NECB2017,57260,112.011025
MidriseApartmentNL_St.JohnsNECB2017,f12d1d96-a1a4-44d2-b7dc-058f090e37fa,2021-12-24T17:06:01.932Z,2021-12-24T17:12:51.459Z,completed,completed normal,MidriseApartment,NL_St.Johns,NECB2017,439500,140.2026267
QuickServiceRestaurantQC_Saguenay-BagotvilleNECB2020,f14e8508-5d82-4325-88c4-c090c284bd01,2021-12-24T17:36:59.806Z,2021-12-24T17:39:12.444Z,completed,completed normal,QuickServiceRestaurant,QC_Saguenay-Bagotville,NECB2020,70500,303.4465773
MidriseApartmentBC_VictoriaNECB2020,f158cbcb-0df7-455a-a01b-cc8c2776e6bb,2021-12-24T16:59:18.945Z,2021-12-24T17:06:18.851Z,completed,completed normal,MidriseApartment,BC_Victoria,NECB2020,407900,130.1296032
MediumOfficeAB_CalgaryNECB2015,f2192bb3-bc91-4532-9d09-9579c00818c9,2021-12-24T16:14:52.302Z,2021-12-24T16:19:42.045Z,completed,completed normal,MediumOffice,AB_Calgary,NECB2015,769500,154.4479213
MediumOfficeBC_VancouverNECB2020,f2c3998e-2701-4cc1-b4a8-c51bbd672d0c,2021-12-24T16:17:19.060Z,2021-12-24T16:21:48.226Z,completed,completed normal,MediumOffice,BC_Vancouver,NECB2020,570300,114.473867
WarehouseON_TorontoNECB2011,f2e79507-b1f6-4089-959c-082449835091,2021-12-24T15:48:03.468Z,2021-12-24T15:50:35.378Z,completed,completed normal,Warehouse,ON_Toronto,NECB2011,651000,134.6487984
MidriseApartmentBC_VancouverNECB2011,f30f6a3e-84f6-43b3-9af0-5ceb2968e42a,2021-12-24T16:59:00.136Z,2021-12-24T17:04:35.751Z,completed,completed normal,MidriseApartment,BC_Vancouver,NECB2011,373400,119.1340833
FullServiceRestaurantSK_SaskatoonNECB2017,f39efcb1-31d4-4064-bf67-c1cb3ef0b078,2021-12-24T16:56:54.855Z,2021-12-24T16:59:10.956Z,completed,completed normal,FullServiceRestaurant,SK_Saskatoon,NECB2017,305800,598.2207875
