name,_id,run_start_time,run_end_time,status,status_message,nrc_create_necb_prototype_building.building_type,nrc_create_necb_prototype_building.epw_file,nrc_create_necb_prototype_building.template,nrc_report_utility_costs.total_site_energy,openstudio_results.eui
MidriseApartmentQC_Saguenay-BagotvilleNECB2017,f3a3b68f-0151-45b7-99a0-2f7ff2f3d1e8,2021-12-24T17:21:36.392Z,2021-12-24T17:28:59.872Z,completed,completed normal,MidriseApartment,QC_Saguenay-Bagotville,NECB2017,478000,152.5052381
MediumOfficeSK_SaskatoonNECB2015,f3a819ac-0bb0-41d5-b618-c3a0fc33ee43,2021-12-24T16:31:48.658Z,2021-12-24T16:36:43.515Z,completed,completed normal,MediumOffice,SK_Saskatoon,NECB2015,798600,160.2982044
WarehouseBC_VancouverNECB2017,f3f0c4ee-ac96-49c1-a968-614a07233943,2021-12-24T15:42:47.816Z,2021-12-24T15:45:16.823Z,completed,completed normal,Warehouse,BC_Vancouver,NECB2017,384100,79.43886146
SmallOfficeAB_Fort.McMurrayNECB2011,f454a618-0333-4a8f-9a1e-5cb95090bb22,2021-12-24T15:53:11.686Z,2021-12-24T15:55:39.980Z,completed,completed normal,SmallOffice,AB_Fort.McMurray,NECB2011,84230,164.7831512
FullServiceRestaurantNS_Sydney-McCurdyNECB2017,f45665d5-9c9c-4a92-b11a-2a5cb3eba0a9,2021-12-24T16:51:47.670Z,2021-12-24T16:54:20.084Z,completed,completed normal,FullServiceRestaurant,NS_Sydney-McCurdy,NECB2017,260800,510.1948765
MediumOfficeBC_VictoriaNECB2017,f5bd3135-fbb0-4802-9515-708132f87bce,2021-12-24T16:17:23.699Z,2021-12-24T16:21:27.726Z,completed,completed normal,MediumOffice,BC_Victoria,NECB2017,610600,122.5498559
QuickServiceRestaurantNT_Inuvik-ZubkoNECB2015,f5ea81ba-0880-4dcb-be19-ac1cd7f51c96,2021-12-24T17:33:07.629Z,2021-12-24T17:35:35.326Z,completed,completed normal,QuickServiceRestaurant,NT_Inuvik-Zubko,NECB2015,395100,1700.489226
LargeOfficeQC_Saguenay-BagotvilleNECB2017,f6c4fbf0-d2b6-4096-8429-412ad1abfdcd,2021-12-24T18:01:47.427Z,2021-12-24T18:07:06.382Z,completed,completed normal,LargeOffice,QC_Saguenay-Bagotville,NECB2017,4973000,107.370485
QuickServiceRestaurantNT_Inuvik-ZubkoNECB2011,f7065ed0-07f5-446f-ba7c-1294d4958474,2021-12-24T17:33:03.731Z,2021-12-24T17:34:55.707Z,completed,completed normal,QuickServiceRestaurant,NT_Inuvik-Zubko,NECB2011,395200,1700.823984
QuickServiceRestaurantYT_WhitehorseNECB2011,f7936a38-a3a3-40cd-965a-211553914e42,2021-12-24T17:37:35.302Z,2021-12-24T17:39:30.877Z,completed,completed normal,QuickServiceRestaurant,YT_Whitehorse,NECB2011,270000,1161.934617
MediumOfficeQC_QuebecNECB2015,f8c440a8-6d07-4f5d-b525-498f33f8d4f9,2021-12-24T16:29:53.063Z,2021-12-24T16:34:32.010Z,completed,completed normal,MediumOffice,QC_Quebec,NECB2015,650800,130.6264024
MediumOfficeQC_QuebecNECB2020,f953b481-01f3-4d05-8f74-a42dcedf3830,2021-12-24T16:30:24.090Z,2021-12-24T16:35:08.566Z,completed,completed normal,MediumOffice,QC_Quebec,NECB2020,589900,118.4106677
RetailStripmallAB_Fort.McMurrayNECB2011,fab38031-f96f-4928-b065-be23b0836385,2021-12-24T16:35:08.740Z,2021-12-24T16:37:49.587Z,completed,completed normal,RetailStripmall,AB_Fort.McMurray,NECB2011,563500,269.5732923
RetailStripmallNB_FrederictonNECB2015,fab63262-d545-4be3-809a-c6a49469e78a,2021-12-24T16:37:49.796Z,2021-12-24T16:40:55.930Z,completed,completed normal,RetailStripmall,NB_Fredericton,NECB2015,560900,268.3520545
FullServiceRestaurantON_Sault.Ste.MarieNECB2020,fb03d3ae-df6f-4219-a6aa-89403818fdc8,2021-12-24T16:54:43.530Z,2021-12-24T16:57:23.560Z,completed,completed normal,FullServiceRestaurant,ON_Sault.Ste.Marie,NECB2020,172100,336.6646016
RetailStripmallBC_VictoriaNECB2017,fb95571e-fe7f-4125-8b00-7501f5e250b3,2021-12-24T16:37:05.288Z,2021-12-24T16:39:58.942Z,completed,completed normal,RetailStripmall,BC_Victoria,NECB2017,347500,166.2571068
FullServiceRestaurantMB_Winnipeg-RichardsonNECB2011,fb9ea2a3-d0e3-4d67-9b71-383de8727c7f,2021-12-24T16:49:35.679Z,2021-12-24T16:51:30.075Z,completed,completed normal,FullServiceRestaurant,MB_Winnipeg-Richardson,NECB2011,391200,765.2515569
SmallOfficeQC_QuebecNECB2020,fbaa649b-8e1e-45e7-b7f7-d2f9a2cbdb9c,2021-12-24T16:01:15.241Z,2021-12-24T16:03:53.886Z,completed,completed normal,SmallOffice,QC_Quebec,NECB2020,61120,119.5755189
WarehouseAB_Edmonton.Stony.PlainNECB2020,fbe99889-217d-4baf-be36-a7e0fa9e71b1,2021-12-24T15:42:45.006Z,2021-12-24T15:45:29.659Z,completed,completed normal,Warehouse,AB_Edmonton.Stony.Plain,NECB2020,563000,116.4492417
MidriseApartmentMB_Winnipeg-RichardsonNECB2011,fd8653f9-4630-4363-a20a-8c89f52e054b,2021-12-24T17:03:43.181Z,2021-12-24T17:09:31.472Z,completed,completed normal,MidriseApartment,MB_Winnipeg-Richardson,NECB2011,501900,160.1218156
RetailStandaloneNB_FrederictonNECB2015,fe48ba8f-fcd0-462d-adca-701e1437c9f8,2021-12-24T16:06:19.800Z,2021-12-24T16:09:13.359Z,completed,completed normal,RetailStandalone,NB_Fredericton,NECB2015,544400,237.3315102
WarehouseQC_Saguenay-BagotvilleNECB2020,feb566f5-eec2-4e11-a8f6-8990758ada2d,2021-12-24T15:50:58.227Z,2021-12-24T15:53:23.132Z,completed,completed normal,Warehouse,QC_Saguenay-Bagotville,NECB2020,674000,139.4016293
FullServiceRestaurantNT_YellowknifeNECB2017,febdfa51-2b7d-499b-8507-8d02ad21e5ad,2021-12-24T16:53:31.936Z,2021-12-24T16:56:11.565Z,completed,completed normal,FullServiceRestaurant,NT_Yellowknife,NECB2017,350500,685.6706555
RetailStripmallNT_YellowknifeNECB2017,ff6ef218-5758-472c-84f0-ae5f19c69c63,2021-12-24T16:41:20.098Z,2021-12-24T16:44:10.871Z,completed,completed normal,RetailStripmall,NT_Yellowknife,NECB2017,511300,244.6209724
FullServiceRestaurantNL_St.JohnsNECB2015,ff78fcbb-294d-480f-b846-4ffe68af9e70,2021-12-24T16:50:00.398Z,2021-12-24T16:52:32.291Z,completed,completed normal,FullServiceRestaurant,NL_St.Johns,NECB2015,350100,684.9750562
QuickServiceRestaurantAB_Fort.McMurrayNECB2017,ffbcafaa-d67b-4697-91f7-e500bfebe185,2021-12-24T17:28:46.587Z,2021-12-24T17:31:28.016Z,completed,completed normal,QuickServiceRestaurant,AB_Fort.McMurray,NECB2017,214600,923.5626907
FullServiceRestaurantNT_YellowknifeNECB2015,ffcdd331-d481-433e-971e-361de204bbbf,2021-12-24T16:52:37.971Z,2021-12-24T16:55:05.123Z,completed,completed normal,FullServiceRestaurant,NT_Yellowknife,NECB2015,508700,995.1471084
