name,_id,run_start_time,run_end_time,status,status_message,nrc_create_necb_prototype_building.building_type,nrc_create_necb_prototype_building.epw_file,nrc_create_necb_prototype_building.template,nrc_report_utility_costs.total_site_energy,openstudio_results.eui,air_loops_detail_section,annual_overview_section,building_summary_section,calc_choice,cost_summary_section,electricity_cost,envelope_section_section,exterior_light_section,gas_cost,hvac_load_profile,interior_lighting_section,measure_warning_section,monthly_overview_section,outdoor_air_section,plant_loops_detail_section,plug_loads_section,reg_monthly_details,schedules_overview_section,sideload,source_energy_section,space_type_breakdown_section,space_type_details_section,units,utility_bills_rates_section,water_use_section,zone_condition_section,zone_equipment_detail_section,zone_summary_section
FullServiceRestaurantAB_CalgaryNECB2011,7af175ed-b222-4b6a-a956-940ffaf1efe0,2021-12-24T20:07:35.993Z,2021-12-24T20:08:13.701Z,completed,completed normal,FullServiceRestaurant,AB_Calgary,NECB2011,399600,781.6850892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantAB_CalgaryNECB2015,4bb48b07-932f-474f-a653-ec362b64256d,2021-12-24T20:07:44.292Z,2021-12-24T20:08:25.266Z,completed,completed normal,FullServiceRestaurant,AB_Calgary,NECB2015,400300,783.2012782,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantAB_CalgaryNECB2017,a12cc668-4e19-44ec-ac65-4c8ad06be3db,2021-12-24T20:08:02.675Z,2021-12-24T20:08:46.666Z,completed,completed normal,FullServiceRestaurant,AB_Calgary,NECB2017,244700,478.7950917,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantAB_CalgaryNECB2020,7a79f042-cbd7-43de-81b4-e9e38485a192,2021-12-24T20:08:02.940Z,2021-12-24T20:08:48.863Z,completed,completed normal,FullServiceRestaurant,AB_Calgary,NECB2020,157800,308.7971567,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantAB_Edmonton.Stony.PlainNECB2011,e8daaf88-c495-4ab4-bd10-cf702072a1ba,2021-12-24T20:08:11.503Z,2021-12-24T20:08:48.637Z,completed,completed normal,FullServiceRestaurant,AB_Edmonton.Stony.Plain,NECB2011,447700,875.9387873,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantAB_Edmonton.Stony.PlainNECB2015,0d9e3368-4bf5-4cb9-868c-e6894ef60a81,2021-12-24T20:08:13.964Z,2021-12-24T20:08:55.543Z,completed,completed normal,FullServiceRestaurant,AB_Edmonton.Stony.Plain,NECB2015,448400,877.3082483,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantAB_Edmonton.Stony.PlainNECB2017,45fad491-c6b1-4a9a-bb16-0111b68c9bc9,2021-12-24T20:08:14.703Z,2021-12-24T20:08:57.789Z,completed,completed normal,FullServiceRestaurant,AB_Edmonton.Stony.Plain,NECB2017,277600,543.0402035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantAB_Edmonton.Stony.PlainNECB2020,0928d3a8-64f7-4094-bd6a-2e56e94c5faf,2021-12-24T20:08:25.586Z,2021-12-24T20:09:09.449Z,completed,completed normal,FullServiceRestaurant,AB_Edmonton.Stony.Plain,NECB2020,174900,342.2565674,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantAB_Fort.McMurrayNECB2011,8f5b24d1-3ea2-4525-80bf-e5da0bdbe9df,2021-12-24T20:08:32.454Z,2021-12-24T20:09:08.744Z,completed,completed normal,FullServiceRestaurant,AB_Fort.McMurray,NECB2011,514000,1005.570228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantAB_Fort.McMurrayNECB2015,ad67ff8a-34cb-4ed6-8dbc-d1e344ca30de,2021-12-24T20:08:36.877Z,2021-12-24T20:09:18.221Z,completed,completed normal,FullServiceRestaurant,AB_Fort.McMurray,NECB2015,514600,1006.836436,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantAB_Fort.McMurrayNECB2017,d6cb4109-24e2-4b13-83a1-5ee82f770605,2021-12-24T20:08:46.937Z,2021-12-24T20:09:29.292Z,completed,completed normal,FullServiceRestaurant,AB_Fort.McMurray,NECB2017,329400,644.4237938,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantAB_Fort.McMurrayNECB2020,b0593745-8e4e-4185-8b71-e7c893166f5e,2021-12-24T20:08:48.968Z,2021-12-24T20:09:33.636Z,completed,completed normal,FullServiceRestaurant,AB_Fort.McMurray,NECB2020,203100,397.312161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantBC_VancouverNECB2011,f42a8b7e-a314-4788-b1f6-ee1dfc4e31d5,2021-12-24T20:08:49.190Z,2021-12-24T20:09:23.444Z,completed,completed normal,FullServiceRestaurant,BC_Vancouver,NECB2011,244700,478.7081418,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantBC_VancouverNECB2015,717b9382-33c7-42d1-b473-097b48e66d7c,2021-12-24T20:08:55.775Z,2021-12-24T20:09:33.902Z,completed,completed normal,FullServiceRestaurant,BC_Vancouver,NECB2015,245800,480.8384145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantBC_VancouverNECB2017,6175b61b-0369-4bf0-bb33-bc392ecfd202,2021-12-24T20:08:58.128Z,2021-12-24T20:09:35.909Z,completed,completed normal,FullServiceRestaurant,BC_Vancouver,NECB2017,163000,318.9105177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantBC_VancouverNECB2020,739b2098-2368-4d96-88f1-45fec4b3da6e,2021-12-24T20:09:09.007Z,2021-12-24T20:09:52.298Z,completed,completed normal,FullServiceRestaurant,BC_Vancouver,NECB2020,111300,217.787777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantBC_VictoriaNECB2011,c4a709b4-bc22-4be7-b9b8-bd17add20862,2021-12-24T20:09:09.780Z,2021-12-24T20:09:44.562Z,completed,completed normal,FullServiceRestaurant,BC_Victoria,NECB2011,248400,486.0499745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantBC_VictoriaNECB2015,5bd7ae5f-caa0-49c1-827e-8e755733be92,2021-12-24T20:09:18.528Z,2021-12-24T20:09:56.458Z,completed,completed normal,FullServiceRestaurant,BC_Victoria,NECB2015,249500,488.1422066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantBC_VictoriaNECB2017,dd1403b7-77b2-4a77-9de7-f70fbf7169a0,2021-12-24T20:09:23.793Z,2021-12-24T20:10:02.755Z,completed,completed normal,FullServiceRestaurant,BC_Victoria,NECB2017,163700,320.2038975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantBC_VictoriaNECB2020,230e0fb2-8508-4f97-82ec-9ce850edd6d1,2021-12-24T20:09:29.595Z,2021-12-24T20:10:11.703Z,completed,completed normal,FullServiceRestaurant,BC_Victoria,NECB2020,110400,215.918354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantMB_Winnipeg-RichardsonNECB2011,a4054543-1f5f-4ddc-b41a-e348965a7e1d,2021-12-24T20:09:33.957Z,2021-12-24T20:10:07.090Z,completed,completed normal,FullServiceRestaurant,MB_Winnipeg-Richardson,NECB2011,390300,763.6647212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantMB_Winnipeg-RichardsonNECB2015,7b173205-fff6-438e-9132-e6837c8b7ce4,2021-12-24T20:09:34.150Z,2021-12-24T20:10:12.456Z,completed,completed normal,FullServiceRestaurant,MB_Winnipeg-Richardson,NECB2015,391500,765.8330344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantMB_Winnipeg-RichardsonNECB2017,885fab13-95bb-40b9-ab41-5c0b3436c72e,2021-12-24T20:09:36.282Z,2021-12-24T20:10:17.776Z,completed,completed normal,FullServiceRestaurant,MB_Winnipeg-Richardson,NECB2017,251200,491.3919593,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantMB_Winnipeg-RichardsonNECB2020,ebfb4782-b2a4-458f-b767-ea4860c0b981,2021-12-24T20:09:44.897Z,2021-12-24T20:10:27.073Z,completed,completed normal,FullServiceRestaurant,MB_Winnipeg-Richardson,NECB2020,168500,329.5673155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNB_FrederictonNECB2011,17e3250f-c556-4ca5-afbd-5c248d00a2dd,2021-12-24T20:09:52.540Z,2021-12-24T20:10:27.922Z,completed,completed normal,FullServiceRestaurant,NB_Fredericton,NECB2011,421400,824.3448868,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNB_FrederictonNECB2015,a1fa0809-f2c9-42af-95fc-f5c2431b2453,2021-12-24T20:09:56.748Z,2021-12-24T20:10:36.607Z,completed,completed normal,FullServiceRestaurant,NB_Fredericton,NECB2015,422300,826.2632191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNB_FrederictonNECB2017,3ba8b408-5dc1-4288-95fe-b2b9138a50da,2021-12-24T20:10:03.123Z,2021-12-24T20:10:46.960Z,completed,completed normal,FullServiceRestaurant,NB_Fredericton,NECB2017,258700,506.0430185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNB_FrederictonNECB2020,24ad3ddb-ddca-4b05-b041-c583b29a9ce2,2021-12-24T20:10:07.397Z,2021-12-24T20:10:53.373Z,completed,completed normal,FullServiceRestaurant,NB_Fredericton,NECB2020,166100,324.8665862,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNL_St.JohnsNECB2011,e298f292-9fea-487a-89f5-c302c71efaa7,2021-12-24T20:10:12.008Z,2021-12-24T20:10:45.578Z,completed,completed normal,FullServiceRestaurant,NL_St.Johns,NECB2011,348300,681.350332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNL_St.JohnsNECB2015,48a123b5-4c51-4872-b968-e0900189f626,2021-12-24T20:10:12.705Z,2021-12-24T20:10:50.471Z,completed,completed normal,FullServiceRestaurant,NL_St.Johns,NECB2015,349000,682.8339148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNL_St.JohnsNECB2017,dacd2dc0-79c5-4e5f-9d93-1483fba6540e,2021-12-24T20:10:18.190Z,2021-12-24T20:10:56.490Z,completed,completed normal,FullServiceRestaurant,NL_St.Johns,NECB2017,212300,415.2618822,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNL_St.JohnsNECB2020,96439d17-097e-4502-a1a6-e86548edc03c,2021-12-24T20:10:27.450Z,2021-12-24T20:11:09.482Z,completed,completed normal,FullServiceRestaurant,NL_St.Johns,NECB2020,142900,279.4950384,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNS_HalifaxNECB2011,88d103d4-3eeb-47ca-af0d-029bd6242747,2021-12-24T20:10:28.157Z,2021-12-24T20:11:03.528Z,completed,completed normal,FullServiceRestaurant,NS_Halifax,NECB2011,376500,736.4983099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNS_HalifaxNECB2015,8cc58895-9c0f-42ea-9db4-bdb4c880e590,2021-12-24T20:10:36.883Z,2021-12-24T20:11:18.344Z,completed,completed normal,FullServiceRestaurant,NS_Halifax,NECB2015,377300,738.1503581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNS_HalifaxNECB2017,8d3b8fe7-a887-4f3f-9999-0aaa0971da46,2021-12-24T20:10:45.853Z,2021-12-24T20:11:28.198Z,completed,completed normal,FullServiceRestaurant,NS_Halifax,NECB2017,230900,451.7428022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNS_HalifaxNECB2020,bcadb67f-6573-45e7-9ea3-de7bb68e88b4,2021-12-24T20:10:47.289Z,2021-12-24T20:11:32.735Z,completed,completed normal,FullServiceRestaurant,NS_Halifax,NECB2020,148300,290.1192301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNS_Sydney-McCurdyNECB2011,3e7c3356-f7b3-4ca3-8de9-a565e03023f3,2021-12-24T20:10:50.714Z,2021-12-24T20:11:26.396Z,completed,completed normal,FullServiceRestaurant,NS_Sydney-McCurdy,NECB2011,426800,834.9256035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNS_Sydney-McCurdyNECB2015,85562b00-5d01-4a84-a8f9-e46097c99b6a,2021-12-24T20:10:53.643Z,2021-12-24T20:11:34.102Z,completed,completed normal,FullServiceRestaurant,NS_Sydney-McCurdy,NECB2015,427500,836.2841958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNS_Sydney-McCurdyNECB2017,d54987b7-353c-4f3d-89df-189e330156a8,2021-12-24T20:10:56.864Z,2021-12-24T20:11:39.101Z,completed,completed normal,FullServiceRestaurant,NS_Sydney-McCurdy,NECB2017,259500,507.6352886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNS_Sydney-McCurdyNECB2020,0cd9f2af-b641-4bd9-9585-91175d8ec229,2021-12-24T20:11:03.772Z,2021-12-24T20:11:47.090Z,completed,completed normal,FullServiceRestaurant,NS_Sydney-McCurdy,NECB2020,167300,327.2414055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNS_YarmouthNECB2011,2dff3cec-a9b7-4b9e-ba0b-2c5f2e352271,2021-12-24T20:11:09.851Z,2021-12-24T20:11:47.358Z,completed,completed normal,FullServiceRestaurant,NS_Yarmouth,NECB2011,388400,759.8063191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNS_YarmouthNECB2015,2bbbb3e1-9b72-49d9-b242-3783bed1380e,2021-12-24T20:11:18.638Z,2021-12-24T20:11:57.814Z,completed,completed normal,FullServiceRestaurant,NS_Yarmouth,NECB2015,389100,761.2355582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNS_YarmouthNECB2017,e8810d2c-5503-43a7-adeb-903da55fdcb8,2021-12-24T20:11:26.631Z,2021-12-24T20:12:08.924Z,completed,completed normal,FullServiceRestaurant,NS_Yarmouth,NECB2017,234800,459.4270001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNS_YarmouthNECB2020,9bc01db0-1b1d-40f7-b1a8-57d8e0cae351,2021-12-24T20:11:28.507Z,2021-12-24T20:12:13.459Z,completed,completed normal,FullServiceRestaurant,NS_Yarmouth,NECB2020,153900,301.1346963,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNT_Inuvik-ZubkoNECB2011,4bc995d3-4f9e-438d-8acd-4aa5c61fad9d,2021-12-24T20:11:33.051Z,2021-12-24T20:12:08.851Z,completed,completed normal,FullServiceRestaurant,NT_Inuvik-Zubko,NECB2011,594300,1162.661537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNT_Inuvik-ZubkoNECB2015,b0548663-46a2-4c04-86d6-35fa11dc1711,2021-12-24T20:11:34.389Z,2021-12-24T20:12:15.376Z,completed,completed normal,FullServiceRestaurant,NT_Inuvik-Zubko,NECB2015,594500,1163.058246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNT_Inuvik-ZubkoNECB2017,60f2494f-f322-4674-90d3-54e9d26f4ec4,2021-12-24T20:11:39.445Z,2021-12-24T20:12:22.172Z,completed,completed normal,FullServiceRestaurant,NT_Inuvik-Zubko,NECB2017,428800,838.8437836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNT_Inuvik-ZubkoNECB2020,9e874dd7-9a77-4557-bca7-0ebd7eb16da7,2021-12-24T20:11:47.360Z,2021-12-24T20:12:31.396Z,completed,completed normal,FullServiceRestaurant,NT_Inuvik-Zubko,NECB2020,262900,514.4065125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNT_YellowknifeNECB2011,b300a4c2-0f1c-4fcd-858f-27b1801f137f,2021-12-24T20:11:47.706Z,2021-12-24T20:12:24.090Z,completed,completed normal,FullServiceRestaurant,NT_Yellowknife,NECB2011,507500,992.8701077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNT_YellowknifeNECB2015,f123532f-955e-49dc-925e-8b3b734c5657,2021-12-24T20:11:58.103Z,2021-12-24T20:12:37.301Z,completed,completed normal,FullServiceRestaurant,NT_Yellowknife,NECB2015,507900,993.6906974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNT_YellowknifeNECB2017,399c063b-edeb-44f5-8f53-a9a3b7219a9f,2021-12-24T20:12:09.219Z,2021-12-24T20:12:52.330Z,completed,completed normal,FullServiceRestaurant,NT_Yellowknife,NECB2017,350000,684.6544285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantNT_YellowknifeNECB2020,f585b3e5-adb7-4ddb-976b-4b6066e8303b,2021-12-24T20:12:09.172Z,2021-12-24T20:12:53.902Z,completed,completed normal,FullServiceRestaurant,NT_Yellowknife,NECB2020,220700,431.8584456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantON_Sault.Ste.MarieNECB2011,6decce33-a0ec-4f18-812c-a91f158d19fd,2021-12-24T20:12:54.137Z,2021-12-24T20:13:30.519Z,completed,completed normal,FullServiceRestaurant,ON_Sault.Ste.Marie,NECB2011,438000,856.8478485,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantON_Sault.Ste.MarieNECB2015,575de96b-7d8a-4c9c-9c1b-340dde5cb7c4,2021-12-24T20:12:55.992Z,2021-12-24T20:13:35.915Z,completed,completed normal,FullServiceRestaurant,ON_Sault.Ste.Marie,NECB2015,438800,858.5216342,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantON_Sault.Ste.MarieNECB2017,68d2f432-7784-4ff9-95d9-00ffc1d7d9f0,2021-12-24T20:13:05.585Z,2021-12-24T20:13:48.097Z,completed,completed normal,FullServiceRestaurant,ON_Sault.Ste.Marie,NECB2017,267600,523.438434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantON_Sault.Ste.MarieNECB2020,4f511d7e-82cb-448a-8aff-e885fdc28945,2021-12-24T20:13:08.917Z,2021-12-24T20:13:55.032Z,completed,completed normal,FullServiceRestaurant,ON_Sault.Ste.Marie,NECB2020,171000,334.5995413,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantON_TorontoNECB2011,3daec407-6175-4328-9149-6ce7ce7b354b,2021-12-24T20:12:13.756Z,2021-12-24T20:12:49.525Z,completed,completed normal,FullServiceRestaurant,ON_Toronto,NECB2011,372800,729.3358114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantON_TorontoNECB2015,d04d435e-9e6b-4cea-8463-5c8f15d50ad0,2021-12-24T20:12:15.665Z,2021-12-24T20:12:55.704Z,completed,completed normal,FullServiceRestaurant,ON_Toronto,NECB2015,374200,732.1236428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantON_TorontoNECB2017,7032f4eb-6259-42a7-9fd0-441e6541a131,2021-12-24T20:12:22.528Z,2021-12-24T20:13:05.214Z,completed,completed normal,FullServiceRestaurant,ON_Toronto,NECB2017,237000,463.5734238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantON_TorontoNECB2020,7fd5b0b8-c77c-41fa-9d75-4524f2e0b4d7,2021-12-24T20:12:24.458Z,2021-12-24T20:13:08.525Z,completed,completed normal,FullServiceRestaurant,ON_Toronto,NECB2020,158800,310.612236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantON_WindsorNECB2011,f97fbb92-5870-4f99-b957-34c3e3287eae,2021-12-24T20:12:31.620Z,2021-12-24T20:13:09.323Z,completed,completed normal,FullServiceRestaurant,ON_Windsor,NECB2011,347400,679.5787277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantON_WindsorNECB2015,89b07a7b-6b8c-4f6d-8748-3b853b80d60c,2021-12-24T20:12:37.601Z,2021-12-24T20:13:18.188Z,completed,completed normal,FullServiceRestaurant,ON_Windsor,NECB2015,349000,682.8556523,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantON_WindsorNECB2017,cbb072f5-adc2-473a-98e1-f7b71f4033a5,2021-12-24T20:12:49.810Z,2021-12-24T20:13:31.540Z,completed,completed normal,FullServiceRestaurant,ON_Windsor,NECB2017,225800,441.7055224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantON_WindsorNECB2020,470deedf-b976-4b8f-9243-c85810fd10c7,2021-12-24T20:12:52.694Z,2021-12-24T20:13:37.999Z,completed,completed normal,FullServiceRestaurant,ON_Windsor,NECB2020,152800,299.0152923,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantQC_Montreal-TrudeauNECB2011,2fee5bff-eaae-4ed7-a5bf-fd06ee205154,2021-12-24T20:13:09.558Z,2021-12-24T20:13:44.095Z,completed,completed normal,FullServiceRestaurant,QC_Montreal-Trudeau,NECB2011,323000,632.000826,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantQC_Montreal-TrudeauNECB2015,95e45895-3072-4b78-bcf7-a94cf722eb49,2021-12-24T20:13:18.470Z,2021-12-24T20:13:57.242Z,completed,completed normal,FullServiceRestaurant,QC_Montreal-Trudeau,NECB2015,324400,634.7180106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantQC_Montreal-TrudeauNECB2017,01225ad4-84e3-4269-82a8-e0bdcead2693,2021-12-24T20:13:30.757Z,2021-12-24T20:14:12.314Z,completed,completed normal,FullServiceRestaurant,QC_Montreal-Trudeau,NECB2017,206500,404.083385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantQC_Montreal-TrudeauNECB2020,50b91631-d522-4ba4-901f-1be1a3516714,2021-12-24T20:13:31.848Z,2021-12-24T20:14:14.849Z,completed,completed normal,FullServiceRestaurant,QC_Montreal-Trudeau,NECB2020,140600,275.027987,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantQC_QuebecNECB2011,611357de-6ca6-4a37-849a-2490a6df4bd7,2021-12-24T20:13:36.189Z,2021-12-24T20:14:09.887Z,completed,completed normal,FullServiceRestaurant,QC_Quebec,NECB2011,351100,686.811873,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantQC_QuebecNECB2015,f116088b-75cc-451b-9315-94bd4f94979c,2021-12-24T20:13:38.362Z,2021-12-24T20:14:17.904Z,completed,completed normal,FullServiceRestaurant,QC_Quebec,NECB2015,352200,688.9747519,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantQC_QuebecNECB2017,3a497d2f-810c-4188-8ebc-c4402be2c101,2021-12-24T20:13:44.325Z,2021-12-24T20:14:24.685Z,completed,completed normal,FullServiceRestaurant,QC_Quebec,NECB2017,217200,425.0165748,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantQC_QuebecNECB2020,83298008-5779-464f-972c-a240d9c49f33,2021-12-24T20:13:48.475Z,2021-12-24T20:14:30.852Z,completed,completed normal,FullServiceRestaurant,QC_Quebec,NECB2020,146100,285.7934722,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantQC_Saguenay-BagotvilleNECB2011,d9d07b8b-4716-46f6-95f3-b2c617939852,2021-12-24T20:13:55.392Z,2021-12-24T20:14:31.556Z,completed,completed normal,FullServiceRestaurant,QC_Saguenay-Bagotville,NECB2011,384000,751.2200159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantQC_Saguenay-BagotvilleNECB2015,7c5304ce-b38a-4757-8742-1db6565068d2,2021-12-24T20:13:57.509Z,2021-12-24T20:14:35.768Z,completed,completed normal,FullServiceRestaurant,QC_Saguenay-Bagotville,NECB2015,384900,753.0513983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantQC_Saguenay-BagotvilleNECB2017,0353a5b4-428b-4cc8-b2ce-8e19d4ad67c8,2021-12-24T20:14:10.169Z,2021-12-24T20:14:50.600Z,completed,completed normal,FullServiceRestaurant,QC_Saguenay-Bagotville,NECB2017,240600,470.7793972,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantQC_Saguenay-BagotvilleNECB2020,66f5af9d-132e-42c2-b8f1-219785de23e4,2021-12-24T20:14:12.546Z,2021-12-24T20:14:54.835Z,completed,completed normal,FullServiceRestaurant,QC_Saguenay-Bagotville,NECB2020,160000,313.0577021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantSK_SaskatoonNECB2011,76083b44-7142-4cb3-be8f-60807bca0e82,2021-12-24T20:14:15.130Z,2021-12-24T20:14:52.472Z,completed,completed normal,FullServiceRestaurant,SK_Saskatoon,NECB2011,482500,943.9879574,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantSK_SaskatoonNECB2015,587eb9ce-9f97-4c88-8642-04bf670d04a1,2021-12-24T20:14:18.237Z,2021-12-24T20:15:00.229Z,completed,completed normal,FullServiceRestaurant,SK_Saskatoon,NECB2015,483400,945.6237025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantSK_SaskatoonNECB2017,f291a6e2-428e-4e89-9fa1-07cc9600ab64,2021-12-24T20:14:24.918Z,2021-12-24T20:15:08.359Z,completed,completed normal,FullServiceRestaurant,SK_Saskatoon,NECB2017,305000,596.7426391,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantSK_SaskatoonNECB2020,01ef8b35-c333-46ec-a347-1260420809cc,2021-12-24T20:14:31.261Z,2021-12-24T20:15:16.968Z,completed,completed normal,FullServiceRestaurant,SK_Saskatoon,NECB2020,196600,384.5305249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantYT_WhitehorseNECB2011,9c3792fa-73dc-4036-b644-78f03ece1489,2021-12-24T20:14:31.895Z,2021-12-24T20:15:07.812Z,completed,completed normal,FullServiceRestaurant,YT_Whitehorse,NECB2011,408400,799.0750704,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantYT_WhitehorseNECB2015,4090f49c-f4cc-4d7f-a0e1-de132bc3d581,2021-12-24T20:14:36.050Z,2021-12-24T20:15:14.585Z,completed,completed normal,FullServiceRestaurant,YT_Whitehorse,NECB2015,408900,799.9717413,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantYT_WhitehorseNECB2017,758e4d59-9a09-4510-a74d-d232726a11f2,2021-12-24T20:14:50.890Z,2021-12-24T20:15:32.062Z,completed,completed normal,FullServiceRestaurant,YT_Whitehorse,NECB2017,258800,506.4016868,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FullServiceRestaurantYT_WhitehorseNECB2020,7de44e12-cfcc-4a9e-8829-311292f9285f,2021-12-24T20:14:52.768Z,2021-12-24T20:15:36.841Z,completed,completed normal,FullServiceRestaurant,YT_Whitehorse,NECB2020,165400,323.6601563,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LargeOfficeAB_CalgaryNECB2011,a815ac80-627c-41d5-964a-445e86a99280,2021-12-24T20:56:13.533Z,2021-12-24T20:58:34.170Z,completed,completed normal,LargeOffice,AB_Calgary,NECB2011,5547000,119.7568615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
