name,_id,run_start_time,run_end_time,status,status_message,nrc_create_necb_prototype_building.building_type,nrc_create_necb_prototype_building.epw_file,nrc_create_necb_prototype_building.template,nrc_report_utility_costs.total_site_energy,openstudio_results.eui,air_loops_detail_section,annual_overview_section,building_summary_section,calc_choice,cost_summary_section,electricity_cost,envelope_section_section,exterior_light_section,gas_cost,hvac_load_profile,interior_lighting_section,measure_warning_section,monthly_overview_section,outdoor_air_section,plant_loops_detail_section,plug_loads_section,reg_monthly_details,schedules_overview_section,sideload,source_energy_section,space_type_breakdown_section,space_type_details_section,units,utility_bills_rates_section,water_use_section,zone_condition_section,zone_equipment_detail_section,zone_summary_section
MediumOfficeBC_VictoriaNECB2015,8faca03b-0614-4920-8180-f130608c8f3b,2021-12-24T19:41:40.919Z,2021-12-24T19:43:17.847Z,completed,completed normal,MediumOffice,BC_Victoria,NECB2015,520700,104.5139453,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeBC_VictoriaNECB2017,6ecb4b24-6744-41e7-b355-3f07a7d75d2d,2021-12-24T19:41:52.415Z,2021-12-24T19:43:30.413Z,completed,completed normal,MediumOffice,BC_Victoria,NECB2017,487300,97.79947283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeBC_VictoriaNECB2020,e637ae38-1329-40fa-a088-78e040ab8058,2021-12-24T19:42:25.051Z,2021-12-24T19:44:06.319Z,completed,completed normal,MediumOffice,BC_Victoria,NECB2020,455000,91.32251301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeMB_Winnipeg-RichardsonNECB2011,713be4b4-49a2-4b14-ba99-80c93f616dcb,2021-12-24T19:42:35.258Z,2021-12-24T19:44:06.246Z,completed,completed normal,MediumOffice,MB_Winnipeg-Richardson,NECB2011,658100,132.0949667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeMB_Winnipeg-RichardsonNECB2015,752e40da-7e89-4d6d-ae75-a7abe5de1a28,2021-12-24T19:42:39.837Z,2021-12-24T19:44:16.260Z,completed,completed normal,MediumOffice,MB_Winnipeg-Richardson,NECB2015,650800,130.6158091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeMB_Winnipeg-RichardsonNECB2017,64279309-dac2-4781-b5e2-9e422f62189c,2021-12-24T19:42:50.566Z,2021-12-24T19:44:33.335Z,completed,completed normal,MediumOffice,MB_Winnipeg-Richardson,NECB2017,580000,116.4230322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeMB_Winnipeg-RichardsonNECB2020,367ca197-8ef8-4a0f-918f-e7c1694df7f1,2021-12-24T19:42:52.100Z,2021-12-24T19:44:31.542Z,completed,completed normal,MediumOffice,MB_Winnipeg-Richardson,NECB2020,559500,112.2977825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNB_FrederictonNECB2011,9d1cc0f4-d751-492a-96ca-709f099f125b,2021-12-24T19:43:11.271Z,2021-12-24T19:44:53.210Z,completed,completed normal,MediumOffice,NB_Fredericton,NECB2011,643200,129.0937207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNB_FrederictonNECB2015,06218aee-90b5-401e-941d-077ad16dedb0,2021-12-24T19:43:18.535Z,2021-12-24T19:45:06.082Z,completed,completed normal,MediumOffice,NB_Fredericton,NECB2015,637100,127.8816255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNB_FrederictonNECB2017,323bd4c6-f37e-438b-a385-1ac13ac9f618,2021-12-24T19:43:30.703Z,2021-12-24T19:47:16.518Z,completed,completed normal,MediumOffice,NB_Fredericton,NECB2017,571400,114.6868479,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNB_FrederictonNECB2020,944f97c9-1984-4018-8a20-d32417e51c5b,2021-12-24T19:44:06.561Z,2021-12-24T19:46:20.158Z,completed,completed normal,MediumOffice,NB_Fredericton,NECB2020,520900,104.5457252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNL_St.JohnsNECB2011,c9b3a8cc-7dd3-4ef2-baf4-e2568c85e0d3,2021-12-24T19:44:06.719Z,2021-12-24T19:45:33.374Z,completed,completed normal,MediumOffice,NL_St.Johns,NECB2011,575300,115.467406,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNL_St.JohnsNECB2015,83587134-acf3-4a43-abcb-a3f4685d782d,2021-12-24T19:44:16.626Z,2021-12-24T19:45:50.209Z,completed,completed normal,MediumOffice,NL_St.Johns,NECB2015,569600,114.325561,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNL_St.JohnsNECB2017,edaa257f-f370-45d0-aabb-7fec0df98677,2021-12-24T19:44:31.931Z,2021-12-24T19:46:12.228Z,completed,completed normal,MediumOffice,NL_St.Johns,NECB2017,544200,109.2207108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNL_St.JohnsNECB2020,a6c4a4fb-69e8-479b-a851-e6ece248a0f5,2021-12-24T19:44:33.639Z,2021-12-24T19:46:13.429Z,completed,completed normal,MediumOffice,NL_St.Johns,NECB2020,500900,100.5392319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNS_HalifaxNECB2011,40f70665-67ba-40e3-a942-97270cd53867,2021-12-24T19:44:53.480Z,2021-12-24T19:46:35.761Z,completed,completed normal,MediumOffice,NS_Halifax,NECB2011,597600,119.9500398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNS_HalifaxNECB2015,cd676dd7-29d9-4110-9982-399f512676f8,2021-12-24T19:45:06.382Z,2021-12-24T19:46:59.482Z,completed,completed normal,MediumOffice,NS_Halifax,NECB2015,589400,118.3047348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNS_HalifaxNECB2017,0935c88a-0572-45f8-b6a6-890490143e07,2021-12-24T19:45:33.786Z,2021-12-24T19:48:59.236Z,completed,completed normal,MediumOffice,NS_Halifax,NECB2017,542600,108.9034697,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNS_HalifaxNECB2020,7f448497-7598-4acd-baff-02a4d82de47a,2021-12-24T19:45:50.579Z,2021-12-24T19:47:45.932Z,completed,completed normal,MediumOffice,NS_Halifax,NECB2020,499600,100.2693818,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNS_Sydney-McCurdyNECB2011,ee3b7c72-2579-44c2-9bf5-c6bbba01150f,2021-12-24T19:46:12.593Z,2021-12-24T19:47:47.303Z,completed,completed normal,MediumOffice,NS_Sydney-McCurdy,NECB2011,634900,127.439495,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNS_Sydney-McCurdyNECB2015,7a25541b-278c-4a08-8bc5-eacde8e0e16a,2021-12-24T19:46:13.680Z,2021-12-24T19:47:59.509Z,completed,completed normal,MediumOffice,NS_Sydney-McCurdy,NECB2015,628700,126.1811238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNS_Sydney-McCurdyNECB2017,9b57b358-5681-49ef-b8a6-e010edf9b27a,2021-12-24T19:46:20.441Z,2021-12-24T19:49:21.175Z,completed,completed normal,MediumOffice,NS_Sydney-McCurdy,NECB2017,573700,115.1523951,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNS_Sydney-McCurdyNECB2020,bb40b9b6-d291-4c7c-8fce-632e84c34195,2021-12-24T19:46:36.042Z,2021-12-24T19:48:30.126Z,completed,completed normal,MediumOffice,NS_Sydney-McCurdy,NECB2020,531300,106.6415238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNS_YarmouthNECB2011,50a60390-fb9c-4064-aac3-e7a2e387b128,2021-12-24T19:46:59.756Z,2021-12-24T19:48:35.485Z,completed,completed normal,MediumOffice,NS_Yarmouth,NECB2011,610000,122.429427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNS_YarmouthNECB2015,25d312a9-fd56-479b-9641-9bf3901c0500,2021-12-24T19:47:16.826Z,2021-12-24T19:49:01.691Z,completed,completed normal,MediumOffice,NS_Yarmouth,NECB2015,602300,120.8906124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNS_YarmouthNECB2017,e3b05bc8-cd6f-44ab-9deb-e4f951e7e113,2021-12-24T19:47:46.267Z,2021-12-24T19:50:40.898Z,completed,completed normal,MediumOffice,NS_Yarmouth,NECB2017,554700,111.3349083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNS_YarmouthNECB2020,5b075b68-c582-4169-9fde-d1f058754b20,2021-12-24T19:47:47.697Z,2021-12-24T19:49:36.201Z,completed,completed normal,MediumOffice,NS_Yarmouth,NECB2020,521400,104.6594637,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNT_Inuvik-ZubkoNECB2011,45e51435-a356-4e6f-86fd-3277cfe8fcd8,2021-12-24T19:47:59.761Z,2021-12-24T19:49:27.510Z,completed,completed normal,MediumOffice,NT_Inuvik-Zubko,NECB2011,748000,150.1269745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNT_Inuvik-ZubkoNECB2015,3e10aac3-9412-49e5-9c5e-c7e7a2204cd4,2021-12-24T19:48:30.392Z,2021-12-24T19:50:07.058Z,completed,completed normal,MediumOffice,NT_Inuvik-Zubko,NECB2015,741200,148.7665732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNT_Inuvik-ZubkoNECB2017,d29ece06-dd89-4350-bf3f-52017abdb572,2021-12-24T19:48:35.779Z,2021-12-24T19:50:09.535Z,completed,completed normal,MediumOffice,NT_Inuvik-Zubko,NECB2017,654000,131.26646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNT_Inuvik-ZubkoNECB2020,a1f293ed-9f9c-4084-9f33-7b1a94a6cbd4,2021-12-24T19:48:59.603Z,2021-12-24T19:50:41.595Z,completed,completed normal,MediumOffice,NT_Inuvik-Zubko,NECB2020,599200,120.2594754,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNT_YellowknifeNECB2011,c5c7c76e-a99c-456c-8761-2b5bdc915008,2021-12-24T19:49:02.050Z,2021-12-24T19:50:32.741Z,completed,completed normal,MediumOffice,NT_Yellowknife,NECB2011,697200,139.9323278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNT_YellowknifeNECB2015,86632a6f-7cd1-43b5-8f65-845ca3d38e7a,2021-12-24T19:49:21.453Z,2021-12-24T19:50:55.479Z,completed,completed normal,MediumOffice,NT_Yellowknife,NECB2015,689700,138.4342138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNT_YellowknifeNECB2017,fecba1d5-3cb8-473b-8457-c008df3091a4,2021-12-24T19:49:27.738Z,2021-12-24T19:51:02.607Z,completed,completed normal,MediumOffice,NT_Yellowknife,NECB2017,608000,122.0369177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeNT_YellowknifeNECB2020,cb0dbb85-c202-4fe2-a6fb-e24aef0e71e1,2021-12-24T19:49:36.534Z,2021-12-24T19:51:13.838Z,completed,completed normal,MediumOffice,NT_Yellowknife,NECB2020,568400,114.0869332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeON_Sault.Ste.MarieNECB2011,8017762c-e0d5-4a94-8499-98bcdff017e7,2021-12-24T19:51:46.547Z,2021-12-24T19:53:20.276Z,completed,completed normal,MediumOffice,ON_Sault.Ste.Marie,NECB2011,655600,131.5903916,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeON_Sault.Ste.MarieNECB2015,a124f379-4bd2-428d-84ac-8239b4ce806d,2021-12-24T19:51:55.318Z,2021-12-24T19:53:41.117Z,completed,completed normal,MediumOffice,ON_Sault.Ste.Marie,NECB2015,649300,130.3180819,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeON_Sault.Ste.MarieNECB2017,7481fb78-05f2-4dc7-a595-8edaab32d8b3,2021-12-24T19:52:19.594Z,2021-12-24T19:55:53.119Z,completed,completed normal,MediumOffice,ON_Sault.Ste.Marie,NECB2017,577000,115.8220024,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeON_Sault.Ste.MarieNECB2020,ffaec24c-6ac3-4011-961d-dcb8c9243eec,2021-12-24T19:52:38.409Z,2021-12-24T19:54:51.935Z,completed,completed normal,MediumOffice,ON_Sault.Ste.Marie,NECB2020,523200,105.0235383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeON_TorontoNECB2011,4d0553d3-b98e-4fbd-9dc7-74dbef43fea2,2021-12-24T19:50:07.319Z,2021-12-24T19:51:46.303Z,completed,completed normal,MediumOffice,ON_Toronto,NECB2011,656100,131.6857312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeON_TorontoNECB2015,050ea904-d00a-457a-9faf-8b8c4b9c38e9,2021-12-24T19:50:09.859Z,2021-12-24T19:51:55.052Z,completed,completed normal,MediumOffice,ON_Toronto,NECB2015,649600,130.3877746,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeON_TorontoNECB2017,dd61fd80-2446-4932-8ed7-b5b68dc47faa,2021-12-24T19:50:33.116Z,2021-12-24T19:53:34.400Z,completed,completed normal,MediumOffice,ON_Toronto,NECB2017,597700,119.9745716,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeON_TorontoNECB2020,6780c043-3acf-43eb-a9f3-64caab17f91f,2021-12-24T19:50:41.321Z,2021-12-24T19:52:38.074Z,completed,completed normal,MediumOffice,ON_Toronto,NECB2020,556500,111.7056734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeON_WindsorNECB2011,6f77f590-2dc3-4335-8b7e-5bf2025c6794,2021-12-24T19:50:41.998Z,2021-12-24T19:52:19.205Z,completed,completed normal,MediumOffice,ON_Windsor,NECB2011,649300,130.3158517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeON_WindsorNECB2015,9bc552f9-3126-4f4c-9f98-0e5b14c01ecd,2021-12-24T19:50:55.749Z,2021-12-24T19:52:41.727Z,completed,completed normal,MediumOffice,ON_Windsor,NECB2015,642000,128.8528628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeON_WindsorNECB2017,861194da-0f9a-4770-b846-15a5bd97b774,2021-12-24T19:51:02.829Z,2021-12-24T19:53:51.968Z,completed,completed normal,MediumOffice,ON_Windsor,NECB2017,594200,119.273742,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeON_WindsorNECB2020,2b484547-b2de-49fc-9d80-4184c811bf44,2021-12-24T19:51:14.197Z,2021-12-24T19:53:07.457Z,completed,completed normal,MediumOffice,ON_Windsor,NECB2020,553700,111.143114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeQC_Montreal-TrudeauNECB2011,aca414d2-3e52-4ce7-9cea-ecc8017e6ff9,2021-12-24T19:52:42.018Z,2021-12-24T19:54:06.007Z,completed,completed normal,MediumOffice,QC_Montreal-Trudeau,NECB2011,618200,124.0752895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeQC_Montreal-TrudeauNECB2015,fe40e984-e5d7-49a1-985a-ff0951cf4b1d,2021-12-24T19:53:07.793Z,2021-12-24T19:54:47.945Z,completed,completed normal,MediumOffice,QC_Montreal-Trudeau,NECB2015,610700,122.5682548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeQC_Montreal-TrudeauNECB2017,324f4d14-cc7b-426c-b568-6fb3f7dff80a,2021-12-24T19:53:20.515Z,2021-12-24T19:54:54.656Z,completed,completed normal,MediumOffice,QC_Montreal-Trudeau,NECB2017,577400,115.8978281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeQC_Montreal-TrudeauNECB2020,661d1b10-1733-47fb-a513-f4bcca999749,2021-12-24T19:53:34.692Z,2021-12-24T19:55:17.443Z,completed,completed normal,MediumOffice,QC_Montreal-Trudeau,NECB2020,523700,105.1116298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeQC_QuebecNECB2011,800eacbf-d323-47ff-9dd5-dd2d33fb5917,2021-12-24T19:53:41.414Z,2021-12-24T19:55:07.544Z,completed,completed normal,MediumOffice,QC_Quebec,NECB2011,606400,121.7207917,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeQC_QuebecNECB2015,95e2c5d1-a804-4b96-a9bf-08a5964c0ddf,2021-12-24T19:53:52.204Z,2021-12-24T19:55:27.455Z,completed,completed normal,MediumOffice,QC_Quebec,NECB2015,598500,120.1312408,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeQC_QuebecNECB2017,49b0ef84-f18d-4b63-b287-5ea38657b451,2021-12-24T19:54:06.311Z,2021-12-24T19:55:45.786Z,completed,completed normal,MediumOffice,QC_Quebec,NECB2017,554300,111.2607553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeQC_QuebecNECB2020,2f07a6e3-b1c4-4e5b-9764-f06d1983fc12,2021-12-24T19:54:48.421Z,2021-12-24T19:56:22.667Z,completed,completed normal,MediumOffice,QC_Quebec,NECB2020,512100,102.7933722,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeQC_Saguenay-BagotvilleNECB2011,c2af7bd2-5cca-40d4-8596-b09f394d9a29,2021-12-24T19:54:52.278Z,2021-12-24T19:56:14.242Z,completed,completed normal,MediumOffice,QC_Saguenay-Bagotville,NECB2011,620500,124.5374914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeQC_Saguenay-BagotvilleNECB2015,346fc2b7-a53b-4511-bc87-a55781569ea5,2021-12-24T19:54:54.935Z,2021-12-24T19:56:27.152Z,completed,completed normal,MediumOffice,QC_Saguenay-Bagotville,NECB2015,612800,122.9880836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeQC_Saguenay-BagotvilleNECB2017,3e0d7aa3-6763-485e-9f94-a6f1219ec01b,2021-12-24T19:55:07.824Z,2021-12-24T19:56:44.923Z,completed,completed normal,MediumOffice,QC_Saguenay-Bagotville,NECB2017,552600,110.9173097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeQC_Saguenay-BagotvilleNECB2020,5848aa74-7410-4df9-91c4-107fed44df15,2021-12-24T19:55:17.720Z,2021-12-24T19:56:54.675Z,completed,completed normal,MediumOffice,QC_Saguenay-Bagotville,NECB2020,525900,105.5593357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeSK_SaskatoonNECB2011,488404b3-1809-42d9-a73b-a7ba9e5ca3c5,2021-12-24T19:55:27.699Z,2021-12-24T19:57:02.850Z,completed,completed normal,MediumOffice,SK_Saskatoon,NECB2011,726800,145.8874288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeSK_SaskatoonNECB2015,32ec051a-c038-4961-a563-a88caebb0325,2021-12-24T19:55:46.049Z,2021-12-24T19:57:31.935Z,completed,completed normal,MediumOffice,SK_Saskatoon,NECB2015,720600,144.6396509,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeSK_SaskatoonNECB2017,81b2eb9f-18d5-4c1a-b5b0-3cefd2b6274f,2021-12-24T19:55:53.527Z,2021-12-24T19:59:45.590Z,completed,completed normal,MediumOffice,SK_Saskatoon,NECB2017,616500,123.7324015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeSK_SaskatoonNECB2020,d9cf3b0c-4dda-4482-83f8-dfeb5274ab0d,2021-12-24T19:56:14.589Z,2021-12-24T19:58:24.806Z,completed,completed normal,MediumOffice,SK_Saskatoon,NECB2020,581300,116.676156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeYT_WhitehorseNECB2011,42e606cf-0e61-4711-a39b-46fcc35eec87,2021-12-24T19:56:23.005Z,2021-12-24T19:57:45.667Z,completed,completed normal,MediumOffice,YT_Whitehorse,NECB2011,622600,124.9707012,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeYT_WhitehorseNECB2015,2d5d0288-9604-45b5-9b15-1960c6592bf9,2021-12-24T19:56:27.424Z,2021-12-24T19:58:05.740Z,completed,completed normal,MediumOffice,YT_Whitehorse,NECB2015,615100,123.4536307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeYT_WhitehorseNECB2017,5c0a9d49-f8c7-497c-85a7-d9b9647ea36d,2021-12-24T19:56:45.214Z,2021-12-24T19:58:23.043Z,completed,completed normal,MediumOffice,YT_Whitehorse,NECB2017,552800,110.9635856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MediumOfficeYT_WhitehorseNECB2020,0ac761de-2c22-4761-ab5d-ec655ab3974e,2021-12-24T19:56:54.968Z,2021-12-24T19:58:33.110Z,completed,completed normal,MediumOffice,YT_Whitehorse,NECB2020,500800,100.520833,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MidriseApartmentAB_CalgaryNECB2011,b0a218d8-6cdf-45ec-974b-59a37f200155,2021-12-24T20:14:55.092Z,2021-12-24T20:18:00.115Z,completed,completed normal,MidriseApartment,AB_Calgary,NECB2011,494200,157.656508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MidriseApartmentAB_CalgaryNECB2015,63429198-d5d2-4789-b800-0817a9b60155,2021-12-24T20:15:00.608Z,2021-12-24T20:18:20.766Z,completed,completed normal,MidriseApartment,AB_Calgary,NECB2015,613500,195.7305339,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MidriseApartmentAB_CalgaryNECB2017,8ad88f7a-8b3d-4ce0-9f00-f22fdcf1ed64,2021-12-24T20:15:08.220Z,2021-12-24T20:18:47.133Z,completed,completed normal,MidriseApartment,AB_Calgary,NECB2017,523400,166.9824954,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MidriseApartmentAB_CalgaryNECB2020,f2684bbe-1799-44a4-8429-7ca2c52ffc22,2021-12-24T20:15:08.587Z,2021-12-24T20:18:49.926Z,completed,completed normal,MidriseApartment,AB_Calgary,NECB2020,533900,170.308268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MidriseApartmentAB_Edmonton.Stony.PlainNECB2011,5fe1f48c-07f1-42ec-a036-5056c9a960ed,2021-12-24T20:15:14.887Z,2021-12-24T20:18:30.722Z,completed,completed normal,MidriseApartment,AB_Edmonton.Stony.Plain,NECB2011,522500,166.671452,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MidriseApartmentAB_Edmonton.Stony.PlainNECB2015,4192f9cc-10e5-4eba-8387-4365a2b168c3,2021-12-24T20:15:17.525Z,2021-12-24T20:18:37.069Z,completed,completed normal,MidriseApartment,AB_Edmonton.Stony.Plain,NECB2015,645600,205.963953,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MidriseApartmentAB_Edmonton.Stony.PlainNECB2017,60141405-5422-4718-93f8-e8ec2592c9ea,2021-12-24T20:15:32.360Z,2021-12-24T20:19:06.221Z,completed,completed normal,MidriseApartment,AB_Edmonton.Stony.Plain,NECB2017,544700,173.7687375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MidriseApartmentAB_Edmonton.Stony.PlainNECB2020,ac7c4fb7-acf0-49a1-b210-a8913835b265,2021-12-24T20:15:37.152Z,2021-12-24T20:19:20.456Z,completed,completed normal,MidriseApartment,AB_Edmonton.Stony.Plain,NECB2020,553700,176.6399081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MidriseApartmentAB_Fort.McMurrayNECB2011,abf5116e-9e35-4c54-acdc-12ce55f20ae3,2021-12-24T20:18:00.362Z,2021-12-24T20:20:56.260Z,completed,completed normal,MidriseApartment,AB_Fort.McMurray,NECB2011,554300,176.8375226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MidriseApartmentAB_Fort.McMurrayNECB2015,660c907c-0053-4b2f-9f9b-8cf8a6ef11ce,2021-12-24T20:18:21.106Z,2021-12-24T20:21:36.282Z,completed,completed normal,MidriseApartment,AB_Fort.McMurray,NECB2015,676900,215.9368399,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MidriseApartmentAB_Fort.McMurrayNECB2017,5fb23235-ecd1-4923-b5de-ce58878738a1,2021-12-24T20:18:30.992Z,2021-12-24T20:22:13.621Z,completed,completed normal,MidriseApartment,AB_Fort.McMurray,NECB2017,565100,180.2846996,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MidriseApartmentAB_Fort.McMurrayNECB2020,3fee9260-1064-4008-9d76-9b0538e16675,2021-12-24T20:18:37.452Z,2021-12-24T20:22:18.326Z,completed,completed normal,MidriseApartment,AB_Fort.McMurray,NECB2020,568600,181.3994936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MidriseApartmentBC_VancouverNECB2011,4788baa9-74e7-43eb-9f92-cdf4f5540093,2021-12-24T20:18:47.479Z,2021-12-24T20:21:24.669Z,completed,completed normal,MidriseApartment,BC_Vancouver,NECB2011,380400,121.3494927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MidriseApartmentBC_VancouverNECB2015,9a422974-185b-4971-a306-cac74143227e,2021-12-24T20:18:50.180Z,2021-12-24T20:21:47.379Z,completed,completed normal,MidriseApartment,BC_Vancouver,NECB2015,464800,148.2755785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MidriseApartmentBC_VancouverNECB2017,553ca120-9f92-4e83-a686-cef315e13e31,2021-12-24T20:19:06.505Z,2021-12-24T20:22:02.214Z,completed,completed normal,MidriseApartment,BC_Vancouver,NECB2017,418700,133.5652601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MidriseApartmentBC_VancouverNECB2020,2a1c1af8-dc6d-459f-b005-846eeb7b4514,2021-12-24T20:19:20.770Z,2021-12-24T20:22:14.154Z,completed,completed normal,MidriseApartment,BC_Vancouver,NECB2020,420700,134.2165905,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MidriseApartmentBC_VictoriaNECB2011,5943c805-0650-4cd2-8afd-e7a3aa83b1a4,2021-12-24T20:20:56.528Z,2021-12-24T20:23:21.610Z,completed,completed normal,MidriseApartment,BC_Victoria,NECB2011,376900,120.2320402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MidriseApartmentBC_VictoriaNECB2015,b1bea57c-9102-4f9a-8f83-970ae651f41e,2021-12-24T20:21:25.062Z,2021-12-24T20:24:04.603Z,completed,completed normal,MidriseApartment,BC_Victoria,NECB2015,462500,147.5329733,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MidriseApartmentBC_VictoriaNECB2017,d11b4e45-6be9-409e-ac38-24bb67905a97,2021-12-24T20:21:36.662Z,2021-12-24T20:24:32.173Z,completed,completed normal,MidriseApartment,BC_Victoria,NECB2017,415000,132.3928655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MidriseApartmentBC_VictoriaNECB2020,4b61d363-90c0-40d2-a11d-506e021c7fc7,2021-12-24T20:21:47.632Z,2021-12-24T20:24:41.299Z,completed,completed normal,MidriseApartment,BC_Victoria,NECB2020,416700,132.9307669,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MidriseApartmentMB_Winnipeg-RichardsonNECB2011,0b2062d8-ef68-44de-8c92-071118afcb40,2021-12-24T20:22:02.510Z,2021-12-24T20:24:47.876Z,completed,completed normal,MidriseApartment,MB_Winnipeg-Richardson,NECB2011,505500,161.2569914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MidriseApartmentMB_Winnipeg-RichardsonNECB2015,260e161f-8ba7-4be1-86b9-5979458a7940,2021-12-24T20:22:13.953Z,2021-12-24T20:25:04.513Z,completed,completed normal,MidriseApartment,MB_Winnipeg-Richardson,NECB2015,599300,191.1818553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
