IATA_ID,Name,Updated Name,WMO_ID,MSC_ID,Latitude,Longitude,Elevation(m),Data_Provider,Dataset/Network,AUTO/MAN,Province/Territory
CYHK,Gjoa Haven,Gjoa Haven,71597,2302336,68.63556,-95.85028,46.9,NAV CANADA,NC-HWOS,MAN,Nunavut
CYHM,Hamilton,Hamilton,71263,6153193,43.17366,-79.93508,237.7,NAV CANADA,NC-HWOS,MAN,Ontario
CYHU,Montreal/St-Hubert,Montreal/St-Hubert,71371,7027329,45.51806,-73.41694,27.4,NAV CANADA,NC-AWOS,AUTO,Quebec
CYHY,Hay River,Hay River,71935,2202403,60.83978,-115.7828,164.9,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYHY,Hay River,Hay River,71935,2202401,60.83978,-115.7828,164.9,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYHZ,Halifax International,Halifax International,71395,8202249,44.88119,-63.50871,145.4,NAV CANADA,NC-AWOS,AUTO,Nova Scotia
CYHZ,Halifax International,Halifax International,71395,8202251,44.88119,-63.50871,145.4,NAV CANADA,NC-HWOS,MAN,Nova Scotia
CYIK,Ivujivik,Ivujivik,,7103329,62.41722,-77.92528,38.7,NAV CANADA,NC-AWOS,AUTO,Quebec
CYIK,Ivujivik,Ivujivik,,7103328,62.41722,-77.92528,38.7,NAV CANADA,NC-HWOS,MAN,Quebec
CYIN,Clinton/Bleiber Ranch,Clinton/Bleiber Ranch,71717,1161662,51.25,-121.68333,1126.2,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYIO,Pond Inlet,Pond Inlet,71095,2403206,72.68951,-77.96893,61.6,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYIO,Pond Inlet,Pond Inlet,71095,2403205,72.68951,-77.96893,61.6,NAV CANADA,NC-HWOS,MAN,Nunavut
CYIV,Island Lake,Island Lake,71145,5061374,53.85713,-94.65367,235.3,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYJF,Fort Liard,Fort Liard,,2201581,60.23556,-123.47,215.8,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYJF,Fort Liard,Fort Liard,,2201576,60.23556,-123.47,215.8,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYJT,Stephenville,Stephenville,71815,8403801,48.54145,-58.54991,24.7,NAV CANADA,NC-HWOS,MAN,Newfoundland and Labrador
CYKA,Kamloops,Kamloops,71887,1163781,50.70251,-120.44861,345.3,NAV CANADA,NC-HWOS,MAN,British Columbia
CYKD,Aklavik,Aklavik,,2200105,68.2234,-135.00578,6.4,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYKD,Aklavik,Aklavik,,2200101,68.2234,-135.00578,6.4,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYKF,Kitchener/Waterloo,Kitchener/Waterloo,71368,6144239,43.46077,-80.37872,321.3,NAV CANADA,NC-AWOS,AUTO,Ontario
CYKG,Kangiqsujuaq,Kangiqsujuaq,,7113380,61.58861,-71.92944,157.6,NAV CANADA,NC-AWOS,AUTO,Quebec
CYKG,Kangiqsujuaq,Kangiqsujuaq,,7113379,61.58861,-71.92944,157.6,NAV CANADA,NC-HWOS,MAN,Quebec
CYKJ,Key Lake,Key Lake,71499,4063757,57.25639,-105.6175,513.9,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYKL,Schefferville,Schefferville,71921,7117823,54.80528,-66.80527,520.9,NAV CANADA,NC-AWOS,AUTO,Quebec
CYKO,Akulivik,Akulivik,,7100072,60.81861,-78.14861,23.2,NAV CANADA,NC-AWOS,AUTO,Quebec
CYKO,Akulivik,Akulivik,,7100071,60.81861,-78.14861,23.2,NAV CANADA,NC-HWOS,MAN,Quebec
CYKP,Ogoki Post,Ogoki Post,71652,6075786,51.65811,-85.90111,181.1,NAV CANADA,NC-AWOS,AUTO,Ontario
CYKQ,Waskaganish,Waskaganish,,7098898,51.47333,-78.75833,24.1,NAV CANADA,NC-AWOS,AUTO,Quebec
CYKQ,Waskaganish,Waskaganish,,7098896,51.47333,-78.75833,24.1,NAV CANADA,NC-HWOS,MAN,Quebec
CYKY,Kindersley,Kindersley,71129,4043899,51.51515,-109.18056,693.7,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYKY,Kindersley,Kindersley,71129,4043901,51.51515,-109.18056,693.7,NAV CANADA,NC-HWOS,MAN,Saskatchewan
CYKZ,Toronto/Buttonville,Toronto/Buttonville,71639,6158409,43.8608,-79.3686,198.1,NAV CANADA,NC-AWOS,AUTO,Ontario
CYLA,Aupaluk,Aupaluk,,7110601,59.29667,-69.59972,36.9,NAV CANADA,NC-AWOS,AUTO,Quebec
CYLA,Aupaluk,Aupaluk,,7110600,59.29667,-69.59972,36.9,NAV CANADA,NC-HWOS,MAN,Quebec
CYLC,Kimmirut,Kimmirut,,2402673,62.84806,-69.87719,51.5,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYLC,Kimmirut,Kimmirut,,2402671,62.84806,-69.87719,51.5,NAV CANADA,NC-HWOS,MAN,Nunavut
CYLD,Chapleau,Chapleau,71642,6061365,47.82018,-83.34689,448.1,NAV CANADA,NC-AWOS,AUTO,Ontario
CYLD,Chapleau,Chapleau,71642,6061362,47.82018,-83.34689,448.1,NAV CANADA,NC-HWOS,MAN,Ontario
CYLH,Lansdowne House,Lansdowne House,,6014351,52.19542,-87.93408,254.2,NAV CANADA,NC-AWOS,AUTO,Ontario
CYLJ,Meadow Lake,Meadow Lake,71125,4065063,54.12539,-108.5229,480.7,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYLJ,Meadow Lake,Meadow Lake,71125,4065057,54.12539,-108.5229,480.7,NAV CANADA,NC-HWOS,MAN,Saskatchewan
CYLK,Lutselk'e,Lutselk'E,,2202690,62.41819,-110.68224,178.6,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYLK,Lutselk'e,Lutselk'E,,2202687,62.41819,-110.68224,178.6,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYLL,Lloydminster,Lloydminster,71871,3013959,53.31058,-110.07416,668.7,NAV CANADA,NC-AWOS,AUTO,Alberta
CYLL,Lloydminster,Lloydminster,71871,3013958,53.31058,-110.07416,668.7,NAV CANADA,NC-HWOS,MAN,Alberta
CYLT,Alert,Alert,,2400302,82.52,-62.28,31,,,MAN,Nunavut
CYLU,Kangiqsualujjuaq,Kangiqsualujjuaq,,7113391,58.71139,-65.99277,66.1,NAV CANADA,NC-AWOS,AUTO,Quebec
CYLU,Kangiqsualujjuaq,Kangiqsualujjuaq,,7113390,58.71139,-65.99277,66.1,NAV CANADA,NC-HWOS,MAN,Quebec
CYLW,Kelowna International,Kelowna International,71203,1123939,49.95722,-119.37778,432.8,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYMA,Mayo,Mayo,71965,2100702,63.61639,-135.86833,503.8,NAV CANADA,NC-AWOS,AUTO,Yukon
CYMA,Mayo,Mayo,71965,2100701,63.61639,-135.86833,503.8,NAV CANADA,NC-HWOS,MAN,Yukon
CYMH,Mary's Harbour,Mary'S Harbour,71339,8502592,52.30282,-55.84784,10.7,NAV CANADA,NC-AWOS,AUTO,Newfoundland and Labrador
CYMJ,Moose Jaw,Moose Jaw,,4015320,50.33,-105.57,577,,,MAN,Saskatchewan
CYMM,Fort.McMurray,Fort.Mcmurray,71689,3062697,56.6532,-111.22333,369.1,NAV CANADA,NC-AWOS,AUTO,Alberta
CYMO,Moosonee,Moosonee,71398,6075420,51.29203,-80.60834,9.1,NAV CANADA,NC-AWOS,AUTO,Ontario
CYMT,Chibougamau/Chapais,Chibougamau/Chapais,71822,7091409,49.77186,-74.52797,387.1,NAV CANADA,NC-AWOS,AUTO,Quebec
CYMU,Umiujaq,Umiujaq,,7108564,56.53611,-76.51833,76.5,NAV CANADA,NC-AWOS,AUTO,Quebec
CYMX,Montreal/Mirabel International,Montreal/Mirabel International,,7034900,45.68042,-74.03871,82.6,NAV CANADA,NC-HWOS,MAN,Quebec
CYNA,Natashquan,Natashquan,71513,7045398,50.19,-61.78889,11.9,NAV CANADA,NC-AWOS,AUTO,Quebec
CYNC,Wemindji,Wemindji,,7098908,53.01056,-78.83111,20.1,NAV CANADA,NC-AWOS,AUTO,Quebec
CYNC,Wemindji,Wemindji,,7098905,53.01056,-78.83111,20.1,NAV CANADA,NC-HWOS,MAN,Quebec
CYND,Ottawa/Gatineau,Ottawa/Gatineau,,7032685,45.52167,-75.56361,64.3,NAV CANADA,NC-AWOS,AUTO,Quebec
CYND,Ottawa/Gatineau,Ottawa/Gatineau,,7032682,45.52167,-75.56361,64.3,NAV CANADA,NC-HWOS,MAN,Quebec
CYNE,Norway House,Norway House,71410,5062040,53.95829,-97.84416,223.7,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYNM,Matagami,Matagami,71947,7094636,49.76167,-77.80278,279.8,NAV CANADA,NC-AWOS,AUTO,Quebec
CYOC,Old Crow,Old Crow,,2100807,67.57008,-139.83989,248.7,NAV CANADA,NC-AWOS,AUTO,Yukon
CYOC,Old Crow,Old Crow,,2100801,67.57008,-139.83989,248.7,NAV CANADA,NC-HWOS,MAN,Yukon
CYOD,Cold Lake,Cold Lake,71120,3081680,54.41,-110.28,541,,,MAN,Alberta
CYOJ,High Level,High Level,71066,3073140,58.62158,-117.16467,338,NAV CANADA,NC-AWOS,AUTO,Alberta
CYOJ,High Level,High Level,71066,3073141,58.62158,-117.16467,338,NAV CANADA,NC-HWOS,MAN,Alberta
CYOO,Oshawa,Oshawa,71697,6155875,43.92283,-78.89674,140.2,NAV CANADA,NC-AWOS,AUTO,Ontario
CYOW,Ottawa-Macdonald-Cartier International,Ottawa-Macdonald-Cartier International,71628,6106001,45.3225,-75.66727,114.9,NAV CANADA,NC-HWOS,MAN,Ontario
CYOY,Valcartier,Valcartier,71716,7018574,46.9,-71.5,168,,,MAN,Quebec
CYPA,Prince Albert,Prince Albert,71869,4056241,53.21462,-105.67349,428.2,NAV CANADA,NC-HWOS,MAN,Saskatchewan
CYPC,Paulatuk,Paulatuk,,2203055,69.36066,-124.07571,4.6,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYPC,Paulatuk,Paulatuk,,2203056,69.36066,-124.07571,4.6,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYPD,Port Hawkesbury,Port Hawkesbury,71041,8204495,45.65667,-61.36806,113.7,NAV CANADA,NC-AWOS,AUTO,Nova Scotia
CYPE,Peace River,Peace River,71068,3075041,56.22729,-117.44708,570.6,NAV CANADA,NC-HWOS,MAN,Alberta
CYPG,Portage Southport,Portage Southport,,5012320,49.9,-98.27,270,,,MAN,Manitoba
CYPH,Inukjuak,Inukjuak,71306,7103280,58.47194,-78.07694,26.2,NAV CANADA,NC-AWOS,AUTO,Quebec
CYPL,Pickle Lake,Pickle Lake,71845,6016528,51.44639,-90.21417,386.5,NAV CANADA,NC-AWOS,AUTO,Ontario
CYPO,Peawanuck,Peawanuck,,6016298,54.98806,-85.44334,52.7,NAV CANADA,NC-AWOS,AUTO,Ontario
CYPQ,Peterborough,Peterborough,71436,6166415,44.23054,-78.3632,191.4,NAV CANADA,NC-AWOS,AUTO,Ontario
CYPR,Prince Rupert,Prince Rupert,71022,1066482,54.28589,-130.44467,35.4,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYPW,Powell River,Powell River,,1046396,49.83408,-124.50034,129.5,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYPW,Powell River,Powell River,,1046395,49.83408,-124.50034,129.5,NAV CANADA,NC-HWOS,MAN,British Columbia
CYPX,Puvirnituq,Puvirnituq,,7106223,60.05211,-77.28761,25.3,NAV CANADA,NC-AWOS,AUTO,Quebec
CYPY,Fort Chipewyan,Fort Chipewyan,71305,3072655,58.76722,-111.11723,232,NAV CANADA,NC-AWOS,AUTO,Alberta
CYQA,Muskoka,Muskoka,71532,6115529,44.97472,-79.30333,281,NAV CANADA,NC-AWOS,AUTO,Ontario
CYQB,Quebec-Lesage International,Quebec-Lesage International,71714,7016293,46.7912,-71.39331,74.4,NAV CANADA,NC-HWOS,MAN,Quebec
CYQD,The Pas,The Pas,71867,5052882,53.97129,-101.09105,270.7,NAV CANADA,NC-AWOS,AUTO,Manitoba
CYQF,Red Deer Regional,Red Deer Regional,71878,3025484,52.18229,-113.89448,904.6,NAV CANADA,NC-AWOS,AUTO,Alberta
CYQG,Windsor,Windsor,71538,6139530,42.27556,-82.95556,189.6,NAV CANADA,NC-AWOS,AUTO,Ontario
CYQH,Watson Lake,Watson Lake,,2101202,60.11644,-128.82242,687.3,NAV CANADA,NC-AWOS,AUTO,Yukon
CYQH,Watson Lake,Watson Lake,,2101201,60.11644,-128.82242,687.3,NAV CANADA,NC-HWOS,MAN,Yukon
CYQI,Yarmouth,Yarmouth,71603,8206496,43.8325,-66.08611,42.7,NAV CANADA,NC-AWOS,AUTO,Nova Scotia
CYQI,Yarmouth,Yarmouth,71603,8206495,43.8325,-66.08611,42.7,NAV CANADA,NC-HWOS,MAN,Nova Scotia
CYQK,Kenora,Kenora,71850,6034076,49.78833,-94.36311,409.7,NAV CANADA,NC-HWOS,MAN,Ontario
CYQL,Lethbridge,Lethbridge,71267,3033875,49.63028,-112.79972,929.3,NAV CANADA,NC-AWOS,AUTO,Alberta
CYQL,Lethbridge,Lethbridge,71267,3033881,49.63028,-112.79972,929.3,NAV CANADA,NC-HWOS,MAN,Alberta
CYQM,Moncton International,Moncton International,71705,8103202,46.11611,-64.67861,70.7,NAV CANADA,NC-AWOS,AUTO,New Brunswick
CYQM,Moncton-Greater.Moncton.LeBlanc International,Moncton-Greater.Moncton.LeBlanc International,71705,8103201,46.11611,-64.67861,70.7,NAV CANADA,NC-HWOS,MAN,New Brunswick
CYQQ,Comox,Comox,71893,1021830,49.71,-124.89,26,,,MAN,British Columbia
CYQR,Regina International,Regina International,71514,4016566,50.43219,-104.66605,577.6,NAV CANADA,NC-HWOS,MAN,Saskatchewan
CYQT,Thunder Bay,Thunder Bay,71072,6048260,48.372,-89.3217,199.3,NAV CANADA,NC-AWOS,AUTO,Ontario
CYQT,Thunder Bay,Thunder Bay,71072,6048262,48.372,-89.3217,199.3,NAV CANADA,NC-HWOS,MAN,Ontario
CYQU,Grande Prairie,Grande Prairie,71940,3072921,55.17997,-118.88469,669.3,NAV CANADA,NC-HWOS,MAN,Alberta
CYQV,Yorkton,Yorkton,71292,4019075,51.26481,-102.46132,498.3,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYQW,North Battleford,North Battleford,71876,4045695,52.76925,-108.24372,548.3,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYQX,Gander International,Gander International,71803,8401703,48.93702,-54.56813,151.2,NAV CANADA,NC-HWOS,MAN,Newfoundland and Labrador
CYQY,Sydney,Sydney,71707,8205703,46.16139,-60.04806,61.9,NAV CANADA,NC-AWOS,AUTO,Nova Scotia
CYQY,Sydney,Sydney,71707,8205701,46.16139,-60.04806,61.9,NAV CANADA,NC-HWOS,MAN,Nova Scotia
CYQZ,Quesnel,Quesnel,71192,1096629,53.02608,-122.51037,545,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYRA,Gameti/Rae Lakes,Gameti/Rae Lakes,,2203365,64.11612,-117.30972,218.2,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYRA,Gameti/Rae Lakes,Gameti/Rae Lakes,,2203362,64.11612,-117.30972,218.2,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYRB,Resolute Bay,Resolute Bay,71924,2403497,74.71691,-94.96934,67.7,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYRB,Resolute Bay,Resolute Bay,71924,2403498,74.71691,-94.96934,67.7,NAV CANADA,NC-HWOS,MAN,Nunavut
CYRJ,Roberval,Roberval,71728,7066687,48.52,-72.26583,178.6,NAV CANADA,NC-AWOS,AUTO,Quebec
CYRJ,Roberval,Roberval,71728,7066686,48.52,-72.26583,178.6,NAV CANADA,NC-HWOS,MAN,Quebec
CYRL,Red Lake,Red Lake,71854,6016971,51.06709,-93.79305,385.9,NAV CANADA,NC-AWOS,AUTO,Ontario
CYRL,Red Lake,Red Lake,71854,6016970,51.06709,-93.79305,385.9,NAV CANADA,NC-HWOS,MAN,Ontario
CYRQ,Trois-Rivieres,Trois-Rivieres,,7018561,46.35157,-72.68046,60.7,NAV CANADA,NC-AWOS,AUTO,Quebec
CYRT,Rankin Inlet,Rankin Inlet,71083,2303405,62.81066,-92.11462,32.3,NAV CANADA,NC-HWOS,MAN,Nunavut
CYRV,Revelstoke,Revelstoke,71685,1176745,50.96689,-118.18447,444.1,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYSB,Sudbury,Sudbury,71730,6068153,46.62555,-80.79784,348.4,NAV CANADA,NC-HWOS,MAN,Ontario
CYSC,Sherbrooke,Sherbrooke,71610,7028123,45.43861,-71.69139,241.4,NAV CANADA,NC-AWOS,AUTO,Quebec
CYSF,Stony Rapids,Stony Rapids,71132,4067799,59.25028,-105.84139,244.1,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYSJ,Saint.John,Saint.John,71609,8104901,45.31616,-65.89012,108.8,NAV CANADA,NC-HWOS,MAN,New Brunswick
CYSK,Sanikiluaq,Sanikiluaq,,2303660,56.5369,-79.25013,33.5,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYSK,Sanikiluaq,Sanikiluaq,,2303666,56.5369,-79.25013,33.5,NAV CANADA,NC-HWOS,MAN,Nunavut
CYSM,Fort Smith,Fort Smith,71934,2202203,60.02028,-111.96195,205.1,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYSM,Fort Smith,Fort Smith,71934,2202201,60.02028,-111.96195,205.1,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYSN,St. Catharines,St. Catharines,,6137304,43.19167,-79.17167,98.1,NAV CANADA,NC-AWOS,AUTO,Ontario
CYSN,St. Catharines,St. Catharines,,6137286,43.19167,-79.17167,98.1,NAV CANADA,NC-HWOS,MAN,Ontario
CYSP,Marathon,Marathon,,6044967,48.75528,-86.34444,314.6,NAV CANADA,NC-AWOS,AUTO,Ontario
CYSP,Marathon,Marathon,,6044963,48.75528,-86.34444,314.6,NAV CANADA,NC-HWOS,MAN,Ontario
CYSY,Sachs Harbour,Sachs Harbour,,2503649,71.99365,-125.24147,86.3,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYSY,Sachs Harbour,Sachs Harbour,,2503651,71.99365,-125.24147,86.3,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYTE,Kinngait,Kinngait,71366,2400637,64.23023,-76.52486,48.2,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYTE,Kinngait,Kinngait,71366,2400633,64.23023,-76.52486,48.2,NAV CANADA,NC-HWOS,MAN,Nunavut
CYTH,Thompson,Thompson,71079,5062921,55.80333,-97.8625,224,NAV CANADA,NC-HWOS,MAN,Manitoba
CYTL,Big Trout Lake,Big Trout Lake,71675,6010735,53.81789,-89.89692,222.5,NAV CANADA,NC-AWOS,AUTO,Ontario
CYTQ,Tasiujaq,Tasiujaq,,7118366,58.66778,-69.95583,36.9,NAV CANADA,NC-AWOS,AUTO,Quebec
CYTQ,Tasiujaq,Tasiujaq,,7118365,58.66778,-69.95583,36.9,NAV CANADA,NC-HWOS,MAN,Quebec
CYTR,Trenton,Trenton,71621,6158875,44.12,-77.53,86,,,MAN,Ontario
CYTS,Timmins,Timmins,71739,6078286,48.57066,-81.37664,295,NAV CANADA,NC-HWOS,MAN,Ontario
CYTZ,Toronto City Centre,Toronto City Centre,71265,6158359,43.6274,-79.3962,76.8,NAV CANADA,NC-AWOS,AUTO,Ontario
CYUA,SHINGLE POINT,Shingle Point,71968,2100950,68.95,-137.2167,49,DND,DND-AWOS,AUTO,Yukon
CYUB,Tuktoyaktuk,Tuktoyaktuk,,2203911,69.43324,-133.02635,4.3,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYUB,Tuktoyaktuk,Tuktoyaktuk,,2203913,69.43324,-133.02635,4.3,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYUL,Montreal/Trudeau International,Montreal/Trudeau International,71627,7025251,45.47046,-73.74093,36,NAV CANADA,NC-HWOS,MAN,Quebec
CYUS,SHEPHERD BAY,Shepherd Bay,71911,2303685,68.79448,-93.43993,43,DND,DND-AWOS,AUTO,Nunavut
CYUT,Naujaat,Naujaat,,2403495,66.52067,-86.22474,22.9,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYUT,Naujaat,Naujaat,,2403491,66.52067,-86.22474,22.9,NAV CANADA,NC-HWOS,MAN,Nunavut
CYUX,Sanirajak,Sanirajak,71293,2402354,68.77577,-81.24245,9.1,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYUX,Sanirajak,Sanirajak,71293,2402356,68.77577,-81.24245,9.1,NAV CANADA,NC-HWOS,MAN,Nunavut
CYUY,Rouyn-Noranda,Rouyn-Noranda,,7086719,48.20619,-78.83559,301.1,NAV CANADA,NC-HWOS,MAN,Quebec
CYVC,La Ronge,La Ronge,71922,4064155,55.15139,-105.26195,379.2,NAV CANADA,NC-HWOS,MAN,Saskatchewan
CYVL,Colville Lake,Colville Lake,,2200827,67.02111,-126.12861,274,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYVM,Qikiqtarjuaq,Qikiqtarjuaq,71338,2400577,67.54656,-64.03156,5.5,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYVM,Qikiqtarjuaq,Qikiqtarjuaq,71338,2400576,67.54656,-64.03156,5.5,NAV CANADA,NC-HWOS,MAN,Nunavut
CYVO,Val d'Or,Val D'Or,71941,7098605,48.05333,-77.78278,336.8,NAV CANADA,NC-AWOS,AUTO,Quebec
CYVO,Val d'Or,Val D'Or,71941,7098606,48.05333,-77.78278,336.8,NAV CANADA,NC-HWOS,MAN,Quebec
CYVP,Kuujjuaq,Kuujjuaq,71906,7113535,58.09611,-68.42694,39.9,NAV CANADA,NC-HWOS,MAN,Quebec
CYVQ,Norman Wells,Norman Wells,71043,2202801,65.28133,-126.79857,72.2,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYVR,Vancouver International,Vancouver International,71892,1108395,49.1947,-123.18397,4,NAV CANADA,NC-HWOS,MAN,British Columbia
CYVT,Buffalo Narrows,Buffalo Narrows,,4060988,55.84194,-108.41761,433.7,NAV CANADA,NC-AWOS,AUTO,Saskatchewan
CYVV,Wiarton,Wiarton,71633,6119498,44.74583,-81.10722,221.9,NAV CANADA,NC-AWOS,AUTO,Ontario
CYVV,Wiarton,Wiarton,71633,6119499,44.74583,-81.10722,221.9,NAV CANADA,NC-HWOS,MAN,Ontario
CYWA,Petawawa,Petawawa,71625,6106398,45.95,-77.32,130,,,MAN,Ontario
CYWE,Wekweeti,Wekweeti,,2203980,64.19076,-114.07681,368.2,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYWG,Winnipeg-Richardson International,Winnipeg-Richardson International,71852,5023227,49.91001,-97.2401,239,NAV CANADA,NC-HWOS,MAN,Manitoba
CYWH,Victoria Harbour,Victoria Harbour,,1018633,48.42278,-123.3875,0,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYWH,Victoria Harbour,Victoria Harbour,,1018619,48.42278,-123.3875,0,NAV CANADA,NC-HWOS,MAN,British Columbia
CYWJ,Deline,Deline,,2201023,65.21118,-123.43652,214,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYWJ,Deline,Deline,,2201020,65.21118,-123.43652,214,NAV CANADA,NC-HWOS,MAN,Northwest Territories
CYWK,Wabush,Wabush,71825,8504177,52.92273,-66.86468,551.4,NAV CANADA,NC-AWOS,AUTO,Newfoundland and Labrador
CYWK,Wabush,Wabush,71825,8504176,52.92273,-66.86468,551.4,NAV CANADA,NC-HWOS,MAN,Newfoundland and Labrador
CYWL,Williams Lake,Williams Lake,71104,1098941,52.18341,-122.05434,939.7,NAV CANADA,NC-HWOS,MAN,British Columbia
CYWY,Wrigley,Wrigley,,2204005,63.2096,-123.43676,149.7,NAV CANADA,NC-AWOS,AUTO,Northwest Territories
CYXC,Cranbrook,Cranbrook,71880,1152105,49.61212,-115.78205,940,NAV CANADA,NC-HWOS,MAN,British Columbia
CYXE,Saskatoon International,Saskatoon International,71866,4057152,52.17096,-106.69996,504.1,NAV CANADA,NC-HWOS,MAN,Saskatchewan
CYXH,Medicine Hat,Medicine Hat,71247,3034479,50.01889,-110.72083,716.6,NAV CANADA,NC-AWOS,AUTO,Alberta
CYXH,Medicine Hat,Medicine Hat,71247,3034481,50.01889,-110.72083,716.6,NAV CANADA,NC-HWOS,MAN,Alberta
CYXJ,Fort St. John,Fort St. John,71943,1183001,56.23806,-120.74028,694.9,NAV CANADA,NC-HWOS,MAN,British Columbia
CYXL,Sioux Lookout,Sioux Lookout,71842,6037776,50.11412,-91.90546,383.1,NAV CANADA,NC-HWOS,MAN,Ontario
CYXN,Whale Cove,Whale Cove,,2303990,62.24008,-92.59794,12.2,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYXN,Whale Cove,Whale Cove,,2303987,62.24008,-92.59794,12.2,NAV CANADA,NC-HWOS,MAN,Nunavut
CYXP,Pangnirtung,Pangnirtung,,2403054,66.14488,-65.71352,24.1,NAV CANADA,NC-AWOS,AUTO,Nunavut
CYXP,Pangnirtung,Pangnirtung,,2403051,66.14488,-65.71352,24.1,NAV CANADA,NC-HWOS,MAN,Nunavut
CYXQ,Beaver Creek,Beaver Creek,,2100155,62.41016,-140.86876,649.5,NAV CANADA,NC-AWOS,AUTO,Yukon
CYXQ,Beaver Creek,Beaver Creek,,2100159,62.41016,-140.86876,649.5,NAV CANADA,NC-HWOS,MAN,Yukon
CYXR,Earlton,Earlton,71684,6072223,47.695,-79.84889,243.8,NAV CANADA,NC-AWOS,AUTO,Ontario
CYXS,Prince George,Prince George,71896,1096439,53.88404,-122.67755,690.7,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYXT,Terrace,Terrace,71951,1068134,54.46855,-128.57838,217.3,NAV CANADA,NC-HWOS,MAN,British Columbia
CYXU,London,London,71623,6144473,43.03305,-81.15111,278,NAV CANADA,NC-HWOS,MAN,Ontario
CYXX,Abbotsford,Abbotsford,71108,1100032,49.02527,-122.35996,59.1,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYXX,Abbotsford,Abbotsford,71108,1100031,49.02527,-122.35996,59.1,NAV CANADA,NC-HWOS,MAN,British Columbia
CYXY,Whitehorse International,Whitehorse International,71964,2101303,60.70955,-135.06728,706.2,NAV CANADA,NC-HWOS,MAN,Yukon
CYXZ,Wawa,Wawa,71738,6059413,47.96686,-84.78632,287.7,NAV CANADA,NC-AWOS,AUTO,Ontario
CYXZ,Wawa,Wawa,71738,6059407,47.96686,-84.78632,287.7,NAV CANADA,NC-HWOS,MAN,Ontario
CYYB,North Bay,North Bay,71731,6085680,46.36383,-79.42417,370.3,NAV CANADA,NC-AWOS,AUTO,Ontario
CYYB,North Bay,North Bay,71731,6085701,46.36383,-79.42417,370.3,NAV CANADA,NC-HWOS,MAN,Ontario
CYYC,Calgary International,Calgary International,71877,3031092,51.12262,-114.01335,1099.1,NAV CANADA,NC-HWOS,MAN,Alberta
CYYD,Smithers,Smithers,71950,1077499,54.82528,-127.18278,523,NAV CANADA,NC-AWOS,AUTO,British Columbia
CYYD,Smithers,Smithers,71950,1077498,54.82528,-127.18278,523,NAV CANADA,NC-HWOS,MAN,British Columbia
CYYE,Fort Nelson,Fort Nelson,71945,1192946,58.8364,-122.59698,381.9,NAV CANADA,NC-HWOS,MAN,British Columbia
CYYF,Penticton,Penticton,71889,1126146,49.46258,-119.60228,344.4,NAV CANADA,NC-HWOS,MAN,British Columbia
